Rank,date,primaryTitle,budget,domestic_gross,world_gross
106,"Jun 6, 2023",Transformers: Rise of the Beasts,"$195,000,000.00","$157,341,749.00","$439,241,749.00"
778,"Jun 7, 1996",The Rock,"$75,000,000.00","$134,069,511.00","$336,069,511.00"
"1,521","Jun 7, 1996",The Phantom,"$45,000,000","$17,220,599","$17,220,599"
"3,895","Jun 7, 1997",Madadayo,"$11,900,000","$48,856","$49,452"
889,"Jun 7, 2002",Bad Company,"$70,000,000.00","$30,157,016.00","$69,157,016.00"
"2,384","Jun 7, 2002",The Divine Secrets of the Ya-Ya Sisterhood,"$27,000,000","$69,586,544","$73,826,768"
"1,142","Jun 7, 2013",The Internship,"$58,000,000","$44,672,764","$93,672,764"
"5,292","Jun 7, 2013",The Purge,"$3,000,000","$64,473,115","$91,266,581"
"3,515","Jun 7, 2018",Hotel Artemis,"$15,000,000","$6,708,137","$13,316,627"
"5,091","Jun 7, 2019",Late Night,"$4,000,000","$15,500,045","$22,373,378"
"5,342","Jun 7, 2019",The Last Black Man in San Francisco,"$3,000,000","$4,515,719","$4,637,842"
"2,096","Jun 8, 1984",Ghostbusters,"$30,000,000","$242,604,185","$295,582,480"
"3,905","Jun 8, 1984",Gremlins,"$11,000,000","$151,661,913","$152,445,758"
577,"Jun 8, 2001",Atlantis: The Lost Empire,"$90,000,000.00","$84,052,762.00","$186,049,020.00"
708,"Jun 8, 2001",Swordfish,"$80,000,000.00","$69,772,969.00","$147,080,413.00"
724,"Jun 8, 2001",Evolution,"$80,000,000.00","$38,311,134.00","$98,341,932.00"
488,"Jun 8, 2007",Surf’s Up,"$100,000,000.00","$58,867,694.00","$145,395,745.00"
629,"Jun 8, 2007",Ocean\'s Thirteen,"$85,000,000.00","$117,144,465.00","$311,744,465.00"
"3,370","Jun 8, 2007",La Môme,"$15,500,000","$10,299,782","$88,611,837"
"4,473","Jun 8, 2007",Hostel: Part II,"$7,500,000","$17,544,812","$33,606,409"
"5,833","Jun 8, 2010",The 41-Year-Old Virgin Who Knocked Up Sarah Mar…,"$1,300,000",$0,$0
266,"Jun 8, 2012",Madagascar 3: Europe's Most Wanted,"$145,000,000.00","$216,391,482.00","$746,921,271.00"
"6,086","Jun 8, 2012",Safety Not Guaranteed,"$750,000","$4,010,957","$4,422,318"
"2,442","Jun 8, 2015",Self/Less,"$26,000,000","$12,279,691","$33,667,319"
851,"Jun 8, 2018",Ocean’s 8,"$70,000,000.00","$140,218,711.00","$297,718,711.00"
"5,002","Jun 8, 2018",Zimna wojna,"$4,800,000","$4,580,048","$25,030,444"
"5,589","Jun 8, 2018",Hearts Beat Loud,"$2,000,000","$2,386,254","$2,469,510"
"2,154","Jun 9, 1989",Star Trek V: The Final Frontier,"$30,000,000","$52,210,049","$70,200,000"
"3,422","Jun 9, 1993",What's Love Got to Do With It,"$15,000,000","$39,100,956","$39,147,078"
"1,295","Jun 9, 1995",Congo,"$50,000,000","$81,022,333","$152,022,333"
444,"Jun 9, 2000",Gone in 60 Seconds,"$103,300,000.00","$101,643,008.00","$232,643,008.00"
"6,159","Jun 9, 2000",Groove,"$500,000","$1,115,313","$1,167,524"
"4,056","Jun 9, 2006",A Prairie Home Companion,"$10,000,000","$20,342,852","$26,716,191"
46,"Jun 9, 2015",Jurassic World,"$215,000,000.00","$653,406,625.00","$1,671,063,641.00"
"1,610","Jun 9, 2016",The Conjuring 2: The Enfield Poltergeist,"$40,000,000","$102,470,008","$310,196,332"
"4,483","Jun 9, 2016",The Neon Demon,"$7,500,000","$1,333,124","$3,559,803"
"4,875","Jun 9, 2017",It Comes at Night,"$5,000,000","$13,985,117","$19,720,203"
"6,394","Jun 1, 1979",Dolphin,"$170,000","$14,000","$14,000"
"6,427","Mar 1, 1987",Hollywood Shuffle,"$100,000","$5,228,617","$5,228,617"
"3,495","Mar 1, 1989",New York Stories,"$15,000,000","$10,763,469","$10,763,469"
"1,687","Mar 1, 1991",The Doors,"$40,000,000","$34,416,893","$34,469,241"
"4,341","Mar 1, 1991",Haakon Haakonsen,"$8,500,000","$15,024,232","$15,024,232"
"5,593","Mar 1, 1992",Night on Earth,"$2,000,000","$2,015,000","$2,063,656"
"2,609","Mar 1, 1995",Tank Girl,"$25,000,000","$4,064,333","$4,064,333"
"1,065","Mar 1, 1996",Up Close & Personal,"$60,000,000","$51,045,801","$100,645,801"
"5,104","Mar 1, 2000",3 Strikes,"$4,000,000","$9,821,335","$9,821,335"
867,"Mar 1, 2002",We Were Soldiers,"$70,000,000.00","$78,120,196.00","$114,658,262.00"
"3,250","Mar 1, 2002",40 Days and 40 Nights,"$17,000,000","$37,939,782","$95,092,667"
"6,397","Mar 1, 2002",The Calling,"$160,000","$32,092","$32,092"
923,"Mar 1, 2012",Dr. Seuss’ The Lorax,"$67,500,000","$214,151,550","$351,097,803"
"3,781","Mar 1, 2012",Project X,"$12,000,000","$54,731,865","$103,028,188"
"3,202","Mar 1, 2013",Phantom,"$18,000,000","$1,034,589","$1,199,510"
"3,686","Mar 1, 2013",21 and Over,"$13,000,000","$25,682,380","$42,195,766"
"5,092","Mar 1, 2013",The Last Exorcism Part II,"$4,000,000","$15,179,303","$25,448,707"
"5,481","Mar 1, 2013",The Lost Medallion: The Adventures of Billy Stone,"$2,500,000","$549,632","$549,632"
"6,024","Mar 1, 2016",1982,"$1,000,000",$0,$0
69,"Mar 1, 2022",The Batman,"$200,000,000.00","$369,345,583.00","$765,950,479.00"
"6,537","Mar 1, 2022",Red 11,"$7,000",$0,$0
776,"Mar 1, 2023",Creed III,"$75,000,000.00","$156,248,615.00","$274,448,615.00"
354,"Mar 1, 2024",The Fall Guy,"$125,000,000.00","$92,900,355.00","$180,978,355.00"
"5,898","Mar 10, 1972",Silent Running,"$1,100,000",$0,$331
"1,304","Mar 10, 1995",Outbreak,"$50,000,000","$67,823,573","$190,023,573"
589,"Mar 10, 2000",Mission to Mars,"$90,000,000.00","$60,874,615.00","$106,000,000.00"
"1,816","Mar 10, 2000",The Ninth Gate,"$38,000,000","$18,653,746","$58,394,308"
"6,074","Mar 10, 2000",Deterrence,"$800,000","$144,583","$371,647"
"6,273","Mar 10, 2000",God's Army,"$300,000","$2,637,726","$2,652,515"
"1,054","Mar 10, 2006",The Shaggy Dog,"$60,000,000","$61,123,569","$87,123,569"
"1,289","Mar 10, 2006",Failure to Launch,"$50,000,000","$88,715,192","$128,402,901"
"3,248","Mar 10, 2006",The Hills Have Eyes,"$17,000,000","$41,778,863","$70,355,813"
"4,216","Mar 10, 2015",Jungle Shuffle,"$10,000,000",$0,"$360,898"
"5,010","Mar 10, 2015",Treading Water,"$4,700,000",$0,$0
"6,021","Mar 10, 2015",The Pet,"$1,000,000",$0,$0
"6,198","Mar 10, 2015",Subconscious,"$500,000",$0,$0
"6,295","Mar 10, 2015",Teeth and Blood,"$300,000",$0,$0
"3,286","Mar 10, 2016",The Young Messiah,"$16,800,000","$6,469,813","$7,313,697"
162,"Mar 10, 2022",Turning Red,"$175,000,000.00","$1,399,001.00","$12,271,142.00"
"4,898","Mar 11, 1976",Robin and Marian,"$5,000,000","$8,000,000","$8,000,000"
"1,763","Mar 11, 1994",The Hudsucker Proxy,"$40,000,000","$2,816,518","$14,938,149"
682,"Mar 11, 2005",Robots,"$80,000,000.00","$128,200,012.00","$260,636,271.00"
809,"Mar 11, 2005",Hostage,"$75,000,000.00","$34,636,443.00","$77,636,443.00"
"3,815","Mar 11, 2005",The Upside of Anger,"$12,000,000","$18,761,993","$28,915,761"
"4,599","Mar 11, 2008",Stargate - The Ark of Truth,"$7,000,000",$0,$0
260,"Mar 11, 2011",Mars Needs Moms,"$150,000,000.00","$21,392,758.00","$39,549,758.00"
864,"Mar 11, 2011",Battle: Los Angeles,"$70,000,000.00","$83,552,429.00","$213,463,976.00"
"1,573","Mar 11, 2011",Red Riding Hood,"$42,000,000","$37,662,162","$91,678,442"
"3,863","Mar 11, 2011",Kill the Irishman,"$12,000,000","$1,188,194","$1,188,194"
"6,282","Mar 11, 2011",3 Backyards,"$300,000","$39,475","$39,475"
"5,251","Mar 11, 2014",In the Name of the King III,"$3,500,000",$0,$0
"5,707","Mar 11, 2014",Against the Wild,"$1,800,000",$0,$0
"1,362","Mar 11, 2015",Run All Night,"$50,000,000","$26,461,644","$71,561,644"
"3,691","Mar 11, 2016",Eye in the Sky,"$13,000,000","$18,704,596","$35,402,802"
"4,134","Mar 11, 2016",The Man Who Knew Infinity,"$10,000,000","$3,877,922","$12,382,122"
"4,894","Mar 11, 2016",The Perfect Match,"$5,000,000","$9,669,521","$10,182,050"
"5,915","Mar 11, 2016","Hello, My Name is Doris","$1,000,000","$14,444,999","$14,662,703"
"5,978","Mar 11, 2016",Creative Control,"$1,000,000","$63,014","$63,014"
"3,834","Mar 11, 2020",I Still Believe,"$12,000,000","$10,410,004","$16,703,751"
"1,743","Mar 12, 1999",The Deep End of the Ocean,"$40,000,000","$13,508,635","$13,508,635"
"2,250","Mar 12, 1999",Wing Commander,"$30,000,000","$11,578,022","$11,578,022"
"2,800","Mar 12, 1999",The Rage: Carrie 2,"$21,000,000","$17,760,244","$17,760,244"
"3,682","Mar 12, 1999",Baby Geniuses,"$13,000,000","$27,151,490","$27,151,490"
"4,074","Mar 12, 1999",The Corruptor,"$10,000,000","$15,164,492","$15,164,492"
"1,665","Mar 12, 2004",Secret Window,"$40,000,000","$47,958,031","$92,110,539"
"2,436","Mar 12, 2004",Agent Cody Banks 2: Destination London,"$26,000,000","$23,514,247","$28,703,083"
501,"Mar 12, 2010",Green Zone,"$100,000,000.00","$35,497,337.00","$97,523,020.00"
"2,899","Mar 12, 2010",She's Out of My League,"$20,000,000","$32,010,860","$48,680,977"
"3,327","Mar 12, 2010",Remember Me,"$16,000,000","$19,068,240","$56,506,120"
"3,604","Mar 12, 2010",Our Family Wedding,"$14,000,000","$20,255,281","$21,410,546"
"6,481","Mar 12, 2010",The Exploding Girl,"$40,000","$25,572","$25,572"
"3,117","Mar 12, 2020",The Hunt,"$18,200,000","$5,812,500","$12,400,979"
"5,226","Mar 13, 1987",Evil Dead II,"$3,500,000","$5,923,044","$5,927,557"
"3,911","Mar 13, 1992",My Cousin Vinny,"$11,000,000","$52,929,168","$52,929,168"
"4,381","Mar 13, 1992",Howards End,"$8,000,000","$26,124,872","$26,346,072"
"1,903","Mar 13, 1998",The Man in the Iron Mask,"$35,000,000","$56,968,169","$56,968,169"
"4,582","Mar 13, 1998",Chairman of the Board,"$7,000,000","$306,715","$306,715"
"5,754","Mar 13, 2002",Kissing Jessica Stein,"$1,500,000","$7,025,722","$9,345,061"
"5,704","Mar 13, 2007",Sublime,"$1,800,000",$0,$0
"1,306","Mar 13, 2009",Race to Witch Mountain,"$50,000,000","$67,172,595","$105,103,784"
"3,436","Mar 13, 2009",The Last House on the Left,"$15,000,000","$32,752,215","$46,526,243"
"4,709","Mar 13, 2009",Miss March,"$6,000,000","$4,543,320","$4,713,059"
"4,884","Mar 13, 2009",Sunshine Cleaning,"$5,000,000","$12,062,558","$17,329,337"
"6,347","Mar 13, 2009",Bronson,"$230,000","$104,979","$2,703,762"
933,"Mar 13, 2014",Need for Speed,"$66,000,000","$43,568,507","$194,169,619"
"2,011","Mar 13, 2015",The Lovers,"$35,000,000",$0,"$53,899"
"4,199","Mar 13, 2015",Hross i oss,"$10,000,000","$11,894","$11,894"
"4,802","Mar 13, 2015",Não Pare na Pista: A Melhor História de Paulo C…,"$5,400,000","$8,808","$735,324"
"6,108","Mar 13, 2015",Walter,"$700,000",$0,$0
"4,512","Mar 13, 2019",Five Feet Apart,"$7,000,000","$45,729,221","$92,554,209"
"3,146","Mar 14, 1986",Gung Ho,"$18,000,000","$36,611,610","$36,611,610"
"4,083","Mar 14, 1997",Love Jones,"$10,000,000","$12,554,569","$12,554,569"
"1,210","Mar 14, 2003",The Hunted,"$55,000,000","$34,234,008","$47,213,095"
"2,499","Mar 14, 2003",Agent Cody Banks,"$25,000,000","$47,545,060","$58,240,458"
"3,007","Mar 14, 2003",Willard,"$20,000,000","$6,882,696","$6,882,696"
"5,040","Mar 14, 2003",Spun,"$4,500,000","$410,241","$1,022,649"
621,"Mar 14, 2008",Horton Hears a Who,"$85,000,000.00","$154,529,439.00","$299,477,886.00"
"2,037","Mar 14, 2008",Doomsday,"$33,000,000","$11,008,770","$21,621,188"
"2,796","Mar 14, 2008",Never Back Down,"$21,000,000","$24,850,922","$39,319,801"
"3,539","Mar 14, 2008",Funny Games,"$15,000,000","$1,294,640","$8,200,127"
"1,561","Mar 14, 2012",21 Jump Street,"$42,000,000","$138,447,667","$202,812,429"
"2,066","Mar 14, 2013",The Incredible Burt Wonderstone,"$32,000,000","$22,537,881","$27,392,609"
"3,734","Mar 14, 2013",The Call,"$12,800,000","$51,872,378","$69,821,476"
"3,655","Mar 14, 2014",Under the Skin,"$13,300,000","$2,614,251","$7,229,933"
"4,102","Mar 14, 2014",Bad Words,"$10,000,000","$7,779,614","$7,843,145"
"4,714","Mar 14, 2014",Veronica Mars,"$6,000,000","$3,322,127","$3,485,383"
"6,373","Mar 14, 2014",The Word,"$200,000","$3,648","$3,648"
"2,602","Mar 14, 2019",Captive State,"$25,000,000","$5,958,315","$9,363,210"
"4,506","Mar 15, 1972",The Godfather,"$7,000,000","$136,479,994","$270,007,394"
"5,824","Mar 15, 1985",Def-Con 4,"$1,300,000","$210,904","$210,904"
"1,195","Mar 15, 1996",Executive Decision,"$55,000,000","$56,679,192","$122,079,192"
647,"Mar 15, 2002",Showtime,"$85,000,000.00","$37,948,765.00","$78,948,765.00"
937,"Mar 15, 2002",Ice Age,"$65,000,000","$176,387,405","$386,116,343"
"1,919","Mar 15, 2002",Resident Evil,"$35,000,000","$40,119,709","$103,787,401"
"4,876","Mar 15, 2002",Y Tu Mamá También,"$5,000,000","$13,649,881","$33,649,881"
"4,750","Mar 15, 2011",A Shine of Rainbows,"$6,000,000",$0,$0
635,"Mar 15, 2012",Mirror Mirror,"$85,000,000.00","$64,935,167.00","$173,613,482.00"
298,"Mar 15, 2013",The Croods,"$135,000,000.00","$187,168,425.00","$573,068,425.00"
"2,807","Mar 15, 2015",Robot Overlords,"$21,000,000",$0,"$991,329"
"4,990","Mar 15, 2016",The Hatching,"$5,000,000",$0,$0
"2,257","Mar 15, 2017",The Lost City of Z,"$30,000,000","$8,574,339","$19,358,084"
"1,133","Mar 15, 2018",Sherlock Gnomes,"$59,000,000","$43,242,871","$97,459,106"
495,"Mar 15, 2019",Wonder Park,"$100,000,000.00","$45,216,793.00","$115,103,325.00"
"2,634","Mar 15, 2019",The Professor and the Madman,"$25,000,000",$0,"$6,353,847"
"3,278","Mar 15, 2019",Nancy Drew and the Hidden Staircase,"$17,000,000","$623,088","$624,549"
"4,816","Mar 15, 2019",Rebelles,"$5,200,000",$0,"$7,260,661"
358,"Mar 15, 2023",Shazam! Fury of the Gods,"$125,000,000.00","$57,721,819.00","$132,276,175.00"
"3,092","Mar 15, 2024",Arthur the King,"$19,000,000","$25,049,006","$32,213,584"
"4,279","Mar 16, 1984",The Ice Pirates,"$9,000,000","$13,075,390","$13,075,390"
639,"Mar 16, 2001",Enemy at the Gates,"$85,000,000.00","$51,396,781.00","$96,971,293.00"
"2,028","Mar 16, 2001",Exit Wounds,"$33,000,000","$51,758,599","$79,958,599"
"4,846","Mar 16, 2001",Memento,"$5,000,000","$25,544,867","$39,719,431"
"6,312","Mar 16, 2001",American Desi,"$250,000","$902,835","$1,366,235"
"6,465","Mar 16, 2001",Gabriela,"$50,000","$2,335,352","$2,335,352"
"1,771","Mar 16, 2007",Nomad,"$40,000,000","$79,123","$79,123"
"2,865","Mar 16, 2007",Premonition,"$20,000,000","$47,852,604","$84,146,832"
"2,952","Mar 16, 2007",Dead Silence,"$20,000,000","$16,574,590","$20,614,661"
"3,615","Mar 16, 2007",I Think I Love My Wife,"$14,000,000","$12,559,771","$13,205,411"
"4,131","Mar 16, 2012","Jeff, Who Lives at Home","$10,000,000","$4,269,426","$4,708,127"
"4,703","Mar 16, 2012",Casa de mi Padre,"$6,000,000","$5,909,483","$8,446,952"
"5,789","Mar 16, 2012",Playback,"$1,500,000",$264,"$54,945"
"6,459","Mar 16, 2012",The FP,"$60,000",$0,$0
"3,664","Mar 16, 2016",Miracles from Heaven,"$13,000,000","$61,705,123","$73,773,317"
189,"Mar 16, 2017",Beauty and the Beast,"$160,000,000.00","$504,014,165.00","$1,268,697,483.00"
210,"Mar 16, 2018",Pacific Rim: Uprising,"$155,000,000.00","$59,874,525.00","$290,930,148.00"
"4,006","Mar 16, 2018","Love, Simon","$10,000,000","$40,826,341","$65,520,633"
"4,509","Mar 16, 2018",I Can Only Imagine,"$7,000,000","$83,482,352","$85,783,567"
"6,166","Mar 16, 2018",Flower,"$500,000","$328,188","$390,803"
"1,716","Mar 16, 2022",Ambulance,"$40,000,000","$22,781,115","$52,181,095"
"1,279","Mar 17, 2000",Erin Brockovich,"$50,000,000","$125,548,685","$257,805,243"
"2,690","Mar 17, 2000",Final Destination,"$23,000,000","$53,302,314","$112,036,870"
"1,302","Mar 17, 2006",V for Vendetta,"$50,000,000","$70,511,035","$130,214,162"
"2,525","Mar 17, 2006",She’s the Man,"$25,000,000","$33,889,159","$55,279,608"
"3,721","Mar 17, 2006",Find Me Guilty,"$13,000,000","$1,173,673","$2,898,225"
"4,472","Mar 17, 2006",Thank You For Smoking,"$7,500,000","$24,793,509","$40,016,662"
"5,386","Mar 17, 2006",Sommersturm,"$3,000,000","$95,204","$95,204"
"5,794","Mar 17, 2006",Fetching Cody,"$1,500,000",$0,$0
"2,451","Mar 17, 2015",Accidental Love,"$26,000,000",$0,"$135,436"
"5,407","Mar 17, 2015",Something Wicked,"$3,000,000",$0,$0
"6,439","Mar 17, 2015",Closure,"$100,000",$0,$0
"4,108","Mar 17, 2016",Shut In,"$10,000,000","$6,900,335","$11,360,665"
347,"Mar 17, 2017",The Boss Baby,"$125,000,000.00","$175,003,033.00","$527,909,949.00"
"4,893","Mar 17, 2017",The Belko Experiment,"$5,000,000","$10,166,820","$11,792,942"
863,"Mar 17, 2022",The Bad Guys,"$70,000,000.00","$97,459,240.00","$250,901,649.00"
"5,916","Mar 17, 2022",X,"$1,000,000","$11,769,469","$15,113,105"
"2,157","Mar 18, 1994",Naked Gun 33 1/3: The Final Insult,"$30,000,000","$51,041,856","$51,041,856"
"1,297","Mar 18, 2005",The Ring Two,"$50,000,000","$75,941,727","$161,941,727"
"2,544","Mar 18, 2005",Ice Princess,"$25,000,000","$24,381,334","$25,732,334"
"5,101","Mar 18, 2005",The Darkness,"$4,000,000","$10,753,574","$10,904,495"
"5,993","Mar 18, 2005",The Helix…Loaded,"$1,000,000","$3,700","$3,700"
"2,632","Mar 18, 2010",Belka i Strelka. Zvezdnye sobaki,"$25,000,000",$0,"$9,445,081"
"1,647","Mar 18, 2011",The Lincoln Lawyer,"$40,000,000","$58,009,200","$87,145,086"
"1,681","Mar 18, 2011",Paul,"$40,000,000","$37,412,945","$101,162,106"
"2,381","Mar 18, 2011",Limitless,"$27,000,000","$79,249,455","$155,564,919"
"4,195","Mar 18, 2011",Alabama Moon,"$10,000,000","$47,305","$47,305"
"4,892","Mar 18, 2011",Win Win,"$5,000,000","$10,179,275","$11,869,063"
408,"Mar 18, 2015",The Divergent Series: Insurgent,"$110,000,000.00","$130,179,072.00","$295,075,882.00"
"5,236","Mar 18, 2016",The Bronze,"$3,500,000","$615,816","$615,816"
"6,493","Mar 18, 2016",Krisha,"$30,000","$144,822","$144,822"
"4,926","Mar 18, 2022",The Outfit,"$5,000,000","$3,344,040","$4,389,636"
"5,076","Mar 19, 1982",Porky's,"$4,000,000","$109,492,484","$109,492,484"
"2,789","Mar 19, 1993",Teenage Mutant Ninja Turtles III,"$21,000,000","$42,273,609","$42,273,609"
"3,858","Mar 19, 1999",Ravenous,"$12,000,000","$2,062,406","$2,062,406"
"5,992","Mar 19, 1999",Sparkler,"$1,000,000","$5,494","$5,494"
"2,336","Mar 19, 2004",Dawn of the Dead,"$28,000,000","$58,990,765","$103,452,875"
"2,891","Mar 19, 2004",Eternal Sunshine of the Spotless Mind,"$20,000,000","$34,366,518","$72,401,378"
"3,030","Mar 19, 2004",Bon Voyage,"$20,000,000","$2,353,728","$8,359,720"
"5,718","Mar 19, 2008",La misma luna,"$1,700,000","$12,590,147","$23,271,741"
"1,478","Mar 19, 2010",The Bounty Hunter,"$45,000,000","$67,061,228","$135,808,837"
"2,072","Mar 19, 2010",Repo Men,"$32,000,000","$13,942,007","$18,195,238"
"3,401","Mar 19, 2010",Diary of a Wimpy Kid,"$15,000,000","$64,003,625","$76,954,311"
"4,238","Mar 19, 2010",The Runaways,"$9,500,000","$3,573,673","$5,278,632"
"4,700","Mar 19, 2010",City Island,"$6,000,000","$6,671,283","$8,173,486"
"5,654","Mar 19, 2013",Straight A's,"$2,000,000",$0,$0
"5,877","Mar 19, 2013",Strange Frame,"$1,200,000",$0,$0
317,"Mar 19, 2015",Home,"$130,000,000.00","$177,397,510.00","$385,997,896.00"
"5,394","Mar 19, 2015",Demonic,"$3,000,000",$0,"$4,668,109"
"4,192","Mar 19, 2019",Triple Threat,"$10,000,000","$76,289","$385,651"
"3,317","Mar 19, 2021",Nobody,"$16,000,000","$27,568,035","$57,512,470"
"5,762","Mar 2, 1984",Repo Man,"$1,500,000","$2,300,000","$2,300,728"
"2,105","Mar 2, 1990",The Hunt for Red October,"$30,000,000","$120,709,866","$200,500,000"
"1,639","Mar 2, 2001",The Mexican,"$40,000,000","$66,808,615","$145,238,250"
"3,314","Mar 2, 2001",See Spot Run,"$16,000,000","$33,357,476","$43,057,552"
"3,653","Mar 2, 2001",The Caveman's Valentine,"$13,500,000","$687,081","$892,506"
"3,715","Mar 2, 2001",The Widow of St. Pierre,"$13,000,000","$3,058,380","$3,058,380"
649,"Mar 2, 2007",Zodiac,"$85,000,000.00","$33,080,084.00","$83,027,938.00"
"1,016","Mar 2, 2007",Wild Hogs,"$60,000,000","$168,213,584","$253,555,383"
"3,501","Mar 2, 2007",Black Snake Moan,"$15,000,000","$9,396,870","$10,951,153"
"5,381","Mar 2, 2012",Tim and Eric's Billion Dollar Movie,"$3,000,000","$201,436","$223,652"
"1,052","Mar 2, 2016",London Has Fallen,"$60,000,000","$62,524,260","$195,194,085"
"1,755","Mar 2, 2018",The Hurricane Heist,"$40,000,000","$6,115,824","$33,222,314"
"2,082","Mar 2, 2018",La ch'tite famille,"$31,400,000",$0,"$55,613,061"
"2,192","Mar 2, 2018",Death Wish,"$30,000,000","$34,017,028","$48,575,965"
"6,542","Mar 2, 2021",Neeras,$86,$0,$0
251,"Mar 2, 2023",Dungeons & Dragons: Honor Among Thieves,"$150,000,000.00","$93,549,650.00","$207,854,947.00"
"3,828","Mar 20, 1981",The Postman Always Rings Twice,"$12,000,000","$12,200,000","$44,200,000"
970,"Mar 20, 1998",Primary Colors,"$65,000,000","$39,017,984","$39,017,984"
"2,906","Mar 20, 1998",Wild Things,"$20,000,000","$29,795,299","$55,576,210"
"4,686","Mar 20, 1998",Mr. Nice Guy,"$6,000,000","$12,716,953","$31,716,953"
"1,084","Mar 20, 2009",Duplicity,"$60,000,000","$40,572,825","$81,079,566"
"1,296","Mar 20, 2009",Knowing,"$50,000,000","$79,957,634","$186,450,317"
"1,632","Mar 20, 2009","I Love You, Man","$40,000,000","$72,013,010","$92,302,502"
"5,630","Mar 20, 2009",Super Capers,"$2,000,000","$30,955","$30,955"
"6,011","Mar 20, 2012",Snow White: A Deadly Summer,"$1,000,000",$0,$0
862,"Mar 20, 2013",Olympus Has Fallen,"$70,000,000.00","$98,927,592.00","$172,836,993.00"
"3,462","Mar 20, 2013",The Place Beyond the Pines,"$15,000,000","$21,403,519","$47,011,449"
322,"Mar 20, 2014",Rio 2,"$130,000,000.00","$131,538,435.00","$492,846,291.00"
"4,120","Mar 20, 2015",Danny Collins,"$10,000,000","$5,637,066","$9,271,825"
"5,516","Mar 20, 2015",Do You Believe?,"$2,300,000","$12,985,600","$14,628,921"
"5,647","Mar 20, 2015",The Walking Deceased,"$2,000,000",$0,$43
241,"Mar 20, 2018",Ready Player One,"$150,000,000.00","$137,690,172.00","$579,055,653.00"
"2,815","Mar 20, 2019",Us,"$20,000,000","$175,084,580","$255,620,999"
475,"Mar 20, 2024",Ghostbusters: Frozen Empire,"$100,000,000.00","$113,376,590.00","$200,796,241.00"
