Rank,date,primaryTitle_x,budget,domestic_gross,world_gross,title_x,year,name_id,tconst,titleType,primaryTitle_y,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,nconst,writers,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,title_y
"6,330",2009-11-10,Ink,"$250,000",$0,$0,ink,2009,ink2009,tt1071804,movie,ink,Ink,0,2009,\N,107,"Action,Drama,Fantasy",6.8,22510,nm1985821,nm1985821,Jamin Winans,\N,\N,"director,editor,writer","tt31272547,tt1071804,tt2567038,tt1601913",ink
"1,697",2010-11-10,Morning Glory,"$40,000,000","$31,011,732","$59,795,070",morning glory,2010,morning glory2010,tt1126618,movie,morning glory,Morning Glory,0,2010,\N,107,"Comedy,Drama,Romance",6.5,84496,nm0585011,nm0112459,Roger Michell,1956,2021,"director,writer,producer","tt0125439,tt0489327,tt0375735,tt4411596",morning glory
"3,782",2017-11-10,"Three Billboards Outside Ebbing, Missouri","$12,000,000","$54,513,740","$161,158,351","three billboards outside ebbing, missouri",2017,"three billboards outside ebbing, missouri2017",tt5027774,movie,"three billboards outside ebbing, missouri","Three Billboards Outside Ebbing, Missouri",0,2017,\N,115,"Comedy,Crime,Drama",8.1,566901,nm1732981,nm1732981,Martin McDonagh,1970,\N,"writer,director,producer","tt0780536,tt1931533,tt5027774,tt11813216","three billboards outside ebbing, missouri"
991,2021-11-10,Clifford the Big Red Dog,"$64,000,000","$48,947,356","$78,425,501",clifford the big red dog,2021,clifford the big red dog2021,tt2397461,movie,clifford the big red dog,Clifford the Big Red Dog,0,2021,\N,96,"Adventure,Comedy,Family",5.9,17572,nm0065608,"nm0771065,nm0740115,nm1271984,nm3675159,nm0710784,nm1434696",Walt Becker,1968,\N,"director,producer,writer","tt0976238,tt0486946,tt0283111,tt1684734",clifford the big red dog
"4,699",2023-11-10,Journey to Bethlehem,"$6,000,000","$6,820,796","$7,768,171",journey to bethlehem,2023,journey to bethlehem2023,tt13848804,movie,journey to bethlehem,Journey to Bethlehem,0,2023,\N,99,"Adventure,Family,Musical",6.4,2665,nm2946490,"nm2946490,nm0058302",Adam Anders,1975,\N,"director,writer,producer","tt10161886,tt8447606,tt1336608,tt13848804",journey to bethlehem
"5,565",1947-11-11,Gentleman's Agreement,"$2,000,000","$7,800,000","$7,800,000",gentleman's agreement,1947,gentleman's agreement1947,tt0039416,movie,gentleman's agreement,Gentleman's Agreement,0,1947,\N,118,"Drama,Romance",7.2,18081,nm0001415,"nm0387740,nm0366454,nm0001415,nm0599652",Elia Kazan,1909,2003,"director,writer,producer","tt0047296,tt0048028,tt0044081,tt0056825",gentleman's agreement
"1,283",1994-11-11,Interview with the Vampire,"$50,000,000","$105,264,608","$223,564,608",interview with the vampire,1994,interview with the vampire1994,tt0110148,movie,interview with the vampire,Interview with the Vampire: The Vampire Chronicles,0,1994,\N,123,"Drama,Fantasy,Horror",7.5,355489,nm0001403,nm0723351,Neil Jordan,1950,\N,"writer,producer,director","tt0104036,tt2639336,tt0411195,tt0117039",interview with the vampire
"2,728",1994-11-11,The Santa Clause,"$22,000,000","$145,539,357","$190,506,000",the santa clause,1994,the santa clause1994,tt0111070,movie,the santa clause,The Santa Clause,0,1994,\N,97,"Comedy,Drama,Family",6.6,135044,nm0664756,"nm1080144,nm0748874",John Pasquin,1945,\N,"director,producer,actor","tt0111070,tt0385307,tt0101120,tt0119432",the santa clause
"2,348",2005-11-11,Pride & Prejudice,"$28,000,000","$38,372,662","$126,549,607",pride & prejudice,2005,pride & prejudice2005,tt0414387,movie,pride & prejudice,Pride & Prejudice,0,2005,\N,129,"Drama,Romance",7.8,339817,nm0942504,"nm0595738,nm0000807,nm0000668",Joe Wright,1972,\N,"director,producer,miscellaneous","tt0414387,tt4555426,tt0783233,tt0993842",pride & prejudice
"2,743",2005-11-11,Derailed,"$22,000,000","$36,020,063","$57,520,063",derailed,2005,derailed2005,tt0398017,movie,derailed,Derailed,0,2005,\N,108,"Crime,Drama,Thriller",6.6,77066,nm0405632,"nm0064181,nm1557908",Mikael Håfström,1960,\N,"writer,director,assistant_director","tt0338309,tt0450385,tt1161864,tt0298412",derailed
748,2011-11-11,Jack and Jill,"$79,000,000.00","$74,158,157.00","$150,519,217.00",jack and jill,2011,jack and jill2011,tt0810913,movie,jack and jill,Jack and Jill,0,2011,\N,91,Comedy,3.3,91738,nm0240797,"nm0957840,nm0466175,nm0001191,nm0184445,nm0806912",Dennis Dugan,1946,\N,"actor,director,writer","tt0116483,tt0960144,tt0142342,tt0077070",jack and jill
787,2011-11-11,Immortals,"$75,000,000.00","$83,504,017.00","$211,562,435.00",immortals,2011,immortals2011,tt1253864,movie,immortals,Immortals,0,2011,\N,110,"Action,Drama,Fantasy",6.0,178188,nm0802248,"nm0663048,nm0663050",Tarsem Singh,1961,\N,"director,producer,writer","tt0460791,tt0209958,tt1667353,tt26542557",immortals
"4,245",2011-11-11,Melancholia,"$9,400,000","$3,030,848","$21,788,107",melancholia,2011,melancholia2011,tt1527186,movie,melancholia,Melancholia,0,2011,\N,135,"Drama,Sci-Fi",7.1,198956,nm0001885,nm0001885,Lars von Trier,1956,\N,"writer,director,producer","tt0168629,tt4003440,tt1527186,tt0870984",melancholia
"5,165",2011-11-11,A Lonely Place to Die,"$4,000,000",$0,"$442,550",a lonely place to die,2011,a lonely place to die2011,tt1422136,movie,a lonely place to die,A Lonely Place to Die,0,2011,\N,99,"Action,Adventure,Crime",6.2,31085,nm1402202,"nm1402202,nm1402203",Julian Gilbey,1975,\N,"director,writer,editor","tt1422136,tt0437459,tt2926810,tt0901507",a lonely place to die
"3,881",2015-11-11,10 Days in a Madhouse,"$12,000,000","$14,616","$14,616",10 days in a madhouse,2015,10 days in a madhouse2015,tt3453052,movie,10 days in a madhouse,10 Days in a Madhouse,0,2015,\N,111,"Drama,History",5.7,2870,nm0385725,nm0385725,Timothy Hines,1960,\N,"visual_effects,director,writer","tt0449571,tt2507628,tt0425638,tt0177741",10 days in a madhouse
"3,061",2016-11-11,The History of Love,"$20,000,000",$0,"$476,624",the history of love,2016,the history of love2016,tt0443533,movie,the history of love,The History of Love,0,2016,\N,134,"Drama,Romance,War",6.3,1551,nm0586123,"nm0586123,nm0738925,nm1842569",Radu Mihaileanu,1958,\N,"writer,director,assistant_director","tt0170705,tt1320082,tt0388505,tt0108376",the history of love
"3,247",2016-11-11,Almost Christmas,"$17,000,000","$42,065,185","$42,493,506",almost christmas,2016,almost christmas2016,tt4649416,movie,almost christmas,Almost Christmas,0,2016,\N,111,"Comedy,Drama,Romance",6.1,7946,nm0847859,nm0847859,David E. Talbert,1966,\N,"writer,director,producer","tt7736496,tt1171222,tt0486578,tt4649416",almost christmas
"5,441",2016-11-11,The Monster,"$2,700,000","$12,544","$86,288",the monster,2016,the monster2016,tt3976144,movie,the monster,The Monster,0,2016,\N,91,"Drama,Fantasy,Horror",5.4,19736,nm1052162,nm1052162,Bryan Bertino,1977,\N,"writer,producer,director","tt0482606,tt3286052,tt1285009,tt10229558",the monster
"1,542",2020-11-11,Hillbilly Elegy,"$45,000,000",$0,"$38,852",hillbilly elegy,2020,hillbilly elegy2020,tt6772802,movie,hillbilly elegy,Hillbilly Elegy,0,2020,\N,116,"Biography,Drama",6.7,54697,nm0000165,"nm8577419,nm0961827",Ron Howard,1954,\N,"producer,actor,writer","tt0367279,tt0075213,tt0268978,tt0112384",hillbilly elegy
"1,384",1999-11-12,The Messenger: The Story of Joan of Arc,"$50,000,000","$14,271,297","$14,271,297",the messenger the story of joan of arc,1999,the messenger the story of joan of arc1999,tt0151137,movie,the messenger the story of joan of arc,Joan of Arc,0,1999,\N,148,"Adventure,Biography,Drama",6.4,70455,nm0000108,"nm0001949,nm0000108",Luc Besson,1959,\N,"writer,producer,director","tt0119116,tt0110413,tt2872732,tt0100263",the messenger the story of joan of arc
"2,703",1999-11-12,Anywhere But Here,"$23,000,000","$18,653,615","$18,653,615",anywhere but here,1999,anywhere but here1999,tt0149691,movie,anywhere but here,Anywhere But Here,0,1999,\N,114,"Comedy,Drama",6.2,18903,nm0911061,"nm0801130,nm0765091",Wayne Wang,1949,\N,"director,producer,writer","tt0114478,tt0252076,tt0083728,tt0838233",anywhere but here
"3,541",1999-11-12,Felicia's Journey,"$15,000,000","$824,295","$1,970,268",felicia's journey,1999,felicia's journey1999,tt0165773,movie,felicia's journey,Felicia's Journey,0,1999,\N,116,"Drama,Thriller",7.0,8483,nm0000382,"nm0872485,nm0000382",Atom Egoyan,1960,\N,"director,writer,producer","tt0120255,tt0273435,tt1352824,tt2326612",felicia's journey
"4,028",1999-11-12,Dogma,"$10,000,000","$30,651,422","$43,948,865",dogma,1999,dogma1999,tt0120655,movie,dogma,Dogma,0,1999,\N,130,"Adventure,Comedy,Drama",7.3,231572,nm0003620,nm0003620,Kevin Smith,1970,\N,"producer,actor,writer","tt0109445,tt0118842,tt0424345,tt0120655",dogma
"1,154",2004-11-12,After the Sunset,"$57,000,000","$28,328,132","$38,329,114",after the sunset,2004,after the sunset2004,tt0367479,movie,after the sunset,After the Sunset,0,2004,\N,97,"Action,Comedy,Crime",6.2,50356,nm0711840,"nm1033788,nm0742194",Brett Ratner,1969,\N,"producer,director,music_department","tt0289765,tt0376994,tt1267297,tt0120812",after the sunset
"1,340",2004-11-12,Bridget Jones: The Edge Of Reason,"$50,000,000","$40,203,020","$263,894,551",bridget jones the edge of reason,2004,bridget jones the edge of reason2004,tt0317198,movie,bridget jones the edge of reason,Bridget Jones: The Edge of Reason,0,2004,\N,108,"Comedy,Drama,Romance",6.0,124262,nm0452319,"nm0276144,nm0203577,nm0193485,nm0111845",Beeban Kidron,1961,\N,"director,producer,writer","tt0098032,tt0114682,tt0317198,tt3101474",bridget jones the edge of reason
"2,310",2004-11-12,Seed of Chucky,"$29,000,000","$17,016,190","$24,716,190",seed of chucky,2004,seed of chucky2004,tt0387575,movie,seed of chucky,Seed of Chucky,0,2004,\N,87,"Comedy,Horror,Thriller",4.9,51248,nm0238841,nm0238841,Don Mancini,1963,\N,"writer,producer,director","tt0387575,tt0144120,tt0094862,tt8388390",seed of chucky
"2,494",2004-11-12,Finding Neverland,"$25,000,000","$51,676,606","$115,036,108",finding neverland,2004,finding neverland2004,tt0308644,movie,finding neverland,Finding Neverland,0,2004,\N,106,"Biography,Drama,Family",7.7,213329,nm0286975,"nm0460632,nm1341735",Marc Forster,1969,\N,"producer,director,writer","tt0816711,tt0308644,tt0419887,tt0285742",finding neverland
"3,937",2004-11-12,Kinsey,"$11,000,000","$10,214,647","$17,443,529",kinsey,2004,kinsey2004,tt0362269,movie,kinsey,Kinsey,0,2004,\N,118,"Biography,Drama,Romance",7.1,51387,nm0174374,nm0174374,Bill Condon,1955,\N,"director,writer,producer","tt0443489,tt0120684,tt0362269,tt0299658",kinsey
"4,561",2004-11-12,Veer-Zaara,"$7,000,000","$2,938,532","$7,017,859",veerzaara,2004,veerzaara2004,tt0420332,movie,veerzaara,Veer-Zaara,0,2004,\N,192,"Drama,Family,Musical",7.8,58629,nm0007181,nm0159147,Yash Chopra,1932,2012,"producer,director,miscellaneous","tt0420332,tt0118983,tt2176013,tt0112870",veerzaara
84,2009-11-12,2012,"$200,000,000.00","$166,112,167.00","$757,677,748.00",2012,2009,20122009,tt1190080,movie,2012,2012,0,2009,\N,158,"Action,Adventure,Sci-Fi",5.8,404071,nm0000386,"nm0000386,nm0460057",Roland Emmerich,1955,\N,"writer,producer,director","tt0116629,tt0120685,tt0319262,tt1628841",2012
531,2010-11-12,Unstoppable,"$95,000,000.00","$81,562,942.00","$165,720,921.00",unstoppable,2010,unstoppable2010,tt0477080,movie,unstoppable,Unstoppable,0,2010,\N,98,"Action,Thriller",6.8,210368,nm0001716,nm0093560,Tony Scott,1944,2012,"producer,director,actor","tt0421054,tt0477080,tt0092099,tt0108399",unstoppable
"6,466",2010-11-12,Tiny Furniture,"$50,000","$391,674","$424,149",tiny furniture,2010,tiny furniture2010,tt1570989,movie,tiny furniture,Tiny Furniture,0,2010,\N,98,"Comedy,Drama,Romance",6.2,14960,nm2501633,nm2501633,Lena Dunham,1986,\N,"producer,writer,actress","tt1570989,tt1723816,tt1758830,tt7131622",tiny furniture
"2,506",2015-11-12,The Night Before,"$25,000,000","$43,035,725","$52,568,099",the night before,2015,the night before2015,tt3530002,movie,the night before,The Night Before,0,2015,\N,101,"Comedy,Fantasy",6.4,83435,nm1349522,"nm1349522,nm3773434,nm3782043,nm1698571",Jonathan Levine,1976,\N,"producer,director,writer","tt1306980,tt1082886,tt1588173,tt2139881",the night before
"2,933",2015-11-12,Secret in Their Eyes,"$20,000,000","$20,180,155","$32,608,019",secret in their eyes,2015,secret in their eyes2015,tt1741273,movie,secret in their eyes,Secret in Their Eyes,0,2015,\N,111,"Crime,Drama,Mystery",6.3,52509,nm0712753,"nm0712753,nm0002728,nm3160078",Billy Ray,\N,\N,"writer,producer,director","tt1535109,tt1392170,tt0323944,tt4530422",secret in their eyes
"3,043",2015-11-12,By the Sea,"$20,000,000","$538,460","$3,727,746",by the sea,2015,by the sea2015,tt3707106,movie,by the sea,By the Sea,0,2015,\N,122,"Drama,Romance",5.3,22859,nm0001401,nm0001401,Angelina Jolie,1975,\N,"actress,producer,director","tt1587310,tt0172493,tt0824747,tt0146316",by the sea
"3,156",2015-11-12,Love the Coopers,"$18,000,000","$26,302,731","$44,263,413",love the coopers,2015,love the coopers2015,tt2279339,movie,love the coopers,Love the Coopers,0,2015,\N,107,"Comedy,Fantasy,Romance",5.8,26994,nm0625458,nm0737216,Jessie Nelson,\N,\N,"producer,writer,director","tt0277027,tt8521376,tt0108174,tt0490084",love the coopers
"4,321",2015-11-12,Heist,"$8,900,000","$50,136","$3,324,131",heist,2015,heist2015,tt3276924,movie,heist,Heist,0,2015,\N,93,"Action,Crime,Drama",6.1,33218,nm1470993,"nm1737241,nm2809844",Scott Mann,\N,\N,"director,producer,assistant_director","tt15325794,tt3276924,tt0471041,tt0387108",heist
"4,321",2015-11-12,Heist,"$8,900,000","$50,136","$3,324,131",heist,2015,heist2015,tt5112932,movie,heist,Heist,0,2015,\N,47,Action,7.3,12,nm5614101,nm5614101,K.W. Jones,\N,\N,"writer,cinematographer,director","tt8548844,tt10461866,tt9167880,tt5112932",heist
"1,132",2019-11-12,Lady and the Tramp,"$60,000,000",$0,$0,lady and the tramp,2019,lady and the tramp2019,tt8096832,movie,lady and the tramp,Lady and the Tramp,0,2019,\N,111,"Adventure,Comedy,Family",6.2,24972,nm0063769,"nm1216004,nm2876788,nm0196119,nm0338950,nm0672093,nm0727370",Charlie Bean,1970,\N,"director,art_department,writer","tt8096832,tt3014284,tt1812523,tt0278238",lady and the tramp
"4,695",2020-11-12,Freaky,"$6,000,000","$9,030,855","$18,073,433",freaky,2020,freaky2020,tt10919380,movie,freaky,Freaky,0,2020,\N,102,"Comedy,Horror,Thriller",6.3,75325,nm0484907,"nm3208182,nm0484907",Christopher Landon,1975,\N,"writer,producer,director","tt10919380,tt2473682,tt7798604,tt8155288",freaky
"2,184",1987-11-13,The Running Man,"$30,000,000","$38,122,000","$38,122,000",the running man,1987,the running man1987,tt0093894,movie,the running man,The Running Man,0,1987,\N,101,"Action,Sci-Fi,Thriller",6.6,171452,nm0001274,"nm0000175,nm0211823",Paul Michael Glaser,1943,\N,"actor,producer,director","tt0072567,tt0067093,tt0335438,tt0093894",the running man
"1,623",1992-11-13,Bram Stoker's Dracula,"$40,000,000","$82,522,790","$215,862,666",bram stoker's dracula,1992,bram stoker's dracula1992,tt0103874,movie,bram stoker's dracula,Bram Stoker's Dracula,0,1992,\N,128,"Fantasy,Horror,Romance",7.4,245884,nm0000338,"nm0831290,nm0366337",Francis Ford Coppola,1939,\N,"producer,director,writer","tt0078788,tt0071360,tt0071562,tt0068646",bram stoker's dracula
644,1998-11-13,Meet Joe Black,"$85,000,000.00","$44,650,003.00","$44,650,003.00",meet joe black,1998,meet joe black1998,tt0119643,movie,meet joe black,Meet Joe Black,0,1998,\N,178,"Drama,Fantasy,Romance",7.2,271960,nm0000976,"nm0651592,nm0719734,nm0905458,nm0325743,nm0143281,nm0274923,nm0027173,nm0499628",Martin Brest,1951,\N,"director,writer,producer","tt0105323,tt0095631,tt0086960,tt0119643",meet joe black
"2,655",1998-11-13,I Still Know What You Did Last Summer,"$24,000,000","$40,020,622","$40,020,622",i still know what you did last summer,1998,i still know what you did last summer1998,tt0130018,movie,i still know what you did last summer,I Still Know What You Did Last Summer,0,1998,\N,100,"Horror,Mystery,Thriller",4.8,80346,nm0134176,"nm0242028,nm0007029",Danny Cannon,1968,\N,"producer,director,writer","tt0247082,tt0113492,tt3749900,tt1319636",i still know what you did last summer
"1,396",2009-11-13,The Boat That Rocked,"$50,000,000","$8,017,467","$37,472,651",the boat that rocked,2009,the boat that rocked2009,tt1131729,movie,the boat that rocked,Pirate Radio,0,2009,\N,117,"Comedy,Drama,Music",7.3,117170,nm0193485,nm0193485,Richard Curtis,1956,\N,"writer,producer,director","tt0314331,tt0109831,tt2194499,tt1131729",the boat that rocked
"4,633",2009-11-13,The Messenger,"$6,500,000","$1,109,660","$1,744,952",the messenger,2009,the messenger2009,tt0790712,movie,the messenger,The Messenger,0,2009,\N,113,"Drama,Romance,War",7.1,37187,nm0610219,"nm0131947,nm0610219",Oren Moverman,1966,\N,"producer,writer,director","tt0790712,tt0903657,tt8206668,tt5929754",the messenger
"4,249",2012-11-13,Jab Tak Hai Jaan,"$9,200,000","$3,047,539","$5,806,666",jab tak hai jaan,2012,jab tak hai jaan2012,tt2176013,movie,jab tak hai jaan,Jab Tak Hai Jaan,0,2012,\N,176,"Drama,Romance",6.7,59874,nm0007181,"nm0159147,nm0080157",Yash Chopra,1932,2012,"producer,director,miscellaneous","tt0420332,tt0118983,tt2176013,tt0112870",jab tak hai jaan
"4,995",2014-11-13,Mommy,"$4,900,000","$3,498,695","$17,536,004",mommy,2014,mommy2014,tt3612616,movie,mommy,Mommy,0,2014,\N,139,Drama,8.0,62950,nm0230859,nm0230859,Xavier Dolan,1989,\N,"actor,producer,director","tt1424797,tt2427892,tt1600524,tt3612616",mommy
"3,031",2015-11-13,My All-American,"$20,000,000","$2,246,000","$2,246,000",my allamerican,2015,my allamerican2015,tt3719896,movie,my allamerican,My All-American,0,2015,\N,118,"Biography,Drama,Sport",7.2,8331,nm0686233,"nm0686233,nm1291887",Angelo Pizzo,\N,\N,"writer,producer,director","tt0091217,tt0108002,tt3719896,tt1620935",my allamerican
"4,693",2015-11-13,The Lady in the Van,"$6,000,000","$10,021,175","$42,320,503",the lady in the van,2015,the lady in the van2015,tt3722070,movie,the lady in the van,The Lady in the Van,0,2015,\N,104,"Biography,Comedy,Drama",6.7,32828,nm0405336,nm0003141,Nicholas Hytner,1956,\N,"director,miscellaneous,producer","tt0110428,tt0115988,tt0464049,tt3722070",the lady in the van
11,2017-11-13,Justice League,"$300,000,000.00","$229,024,295.00","$655,945,209.00",justice league,2017,justice league2017,tt0974015,movie,justice league,Justice League,0,2017,\N,120,"Action,Adventure,Fantasy",6.1,484326,nm0811583,"nm0796950,nm0795975,nm0006516,nm0811583,nm0923736,nm1189346,nm0004170,nm0277730,nm0551376,nm0456158",Zack Snyder,1966,\N,"director,producer,writer","tt0416449,tt0451279,tt12361974,tt0993840",justice league
"5,494",2020-11-13,Echo Boomers,"$2,500,000",$0,"$2,003,433",echo boomers,2020,echo boomers2020,tt4353270,movie,echo boomers,Echo Boomers,0,2020,\N,94,"Action,Crime,Drama",5.3,8823,nm4395296,"nm0076791,nm3575126,nm4395296",Seth Savoy,\N,\N,"director,writer,producer","tt4353270,tt5877224,tt10343438,tt15313862",echo boomers
"3,159",1980-11-14,Raging Bull,"$18,000,000","$23,380,203","$23,417,649",raging bull,1980,raging bull1980,tt0081398,movie,raging bull,Raging Bull,0,1980,\N,129,"Biography,Drama,Sport",8.1,386638,nm0000217,"nm0483766,nm0141734,nm0678014,nm0001707,nm0552731",Martin Scorsese,1942,\N,"producer,director,actor","tt5537002,tt0075314,tt0070379,tt0099685",raging bull
"5,673",1980-11-14,Alligator,"$2,000,000",$0,$0,alligator,1980,alligator1980,tt0080354,movie,alligator,Alligator,0,1980,\N,91,"Horror,Sci-Fi,Thriller",6.1,16676,nm0853546,"nm0000626,nm0673772",Lewis Teague,1938,\N,"director,editor,assistant_director","tt0085382,tt0088889,tt0089370,tt0080354",alligator
"1,063",1997-11-14,The Jackal,"$60,000,000","$54,956,941","$159,356,941",the jackal,1997,the jackal1997,tt0119395,movie,the jackal,The Jackal,0,1997,\N,124,"Action,Crime,Drama",6.4,126018,nm0001994,"nm0743584,nm0679326",Michael Caton-Jones,1957,\N,"director,producer,actor","tt0100133,tt0430912,tt0269095,tt0119395",the jackal
"2,965",1997-11-14,The Man Who Knew Too Little,"$20,000,000","$13,801,755","$13,801,755",the man who knew too little,1997,the man who knew too little1997,tt0120483,movie,the man who knew too little,The Man Who Knew Too Little,0,1997,\N,94,"Comedy,Crime,Drama",6.6,34925,nm0000750,"nm0268138,nm0291442",Jon Amiel,1948,\N,"director,producer,writer","tt0112722,tt0298814,tt0137494,tt0100822",the man who knew too little
"5,103",2001-11-14,The Wash,"$4,000,000","$10,097,096","$10,097,096",the wash,2001,the wash2001,tt0290332,movie,the wash,The Wash,0,2001,\N,93,Comedy,4.8,7778,nm0690770,nm0690770,DJ Pooh,\N,\N,"writer,miscellaneous,actor","tt0113118,tt0290332,tt0101507,tt0293815",the wash
302,2003-11-14,Master and Commander: The Far Side of the World,"$135,000,000.00","$93,926,386.00","$212,912,137.00",master and commander the far side of the world,2003,master and commander the far side of the world2003,tt0311113,movie,master and commander the far side of the world,Master and Commander: The Far Side of the World,0,2003,\N,138,"Action,Adventure,Drama",7.5,242053,nm0001837,"nm1140640,nm0001837,nm0171722",Peter Weir,1944,\N,"director,writer,producer","tt0311113,tt1023114,tt0090329,tt0097165",master and commander the far side of the world
"6,272",2003-11-14,Tupac Resurrection,"$300,000","$7,718,961","$7,808,524",tupac resurrection,2003,tupac resurrection2003,tt0343121,movie,tupac resurrection,Tupac: Resurrection,0,2003,\N,112,"Biography,Documentary,Music",7.9,9878,nm1020749,\N,Lauren Lazin,\N,\N,"producer,director,writer","tt0449758,tt0343121,tt2402993,tt2402449",tupac resurrection
37,2008-11-14,Quantum of Solace,"$230,000,000.00","$169,368,427.00","$591,692,078.00",quantum of solace,2008,quantum of solace2008,tt0830515,movie,quantum of solace,Quantum of Solace,0,2008,\N,106,"Action,Adventure,Mystery",6.5,476702,nm0286975,"nm0353673,nm0701031,nm0905498",Marc Forster,1969,\N,"producer,director,writer","tt0816711,tt0308644,tt0419887,tt0285742",quantum of solace
"5,486",2008-11-14,Fuel,"$2,500,000","$174,255","$174,255",fuel,2008,fuel2008,tt0463990,movie,fuel,Fields of Fuel,0,2008,\N,90,Documentary,7.4,786,nm1288736,nm2571393,Joshua Tickell,\N,\N,"director,producer,writer","tt8618654,tt10535522,tt14207642,tt27547378",fuel
"5,486",2008-11-14,Fuel,"$2,500,000","$174,255","$174,255",fuel,2008,fuel2008,tt0992915,movie,fuel,Fuel,0,2008,\N,87,"Drama,Romance,War",8.5,63,nm1035818,nm1035818,Michael P. Nash,\N,\N,"producer,director,writer","tt1273201,tt0284342,tt0992915,tt5929776",fuel
"2,671",2014-11-14,Foxcatcher,"$24,000,000","$12,096,300","$19,303,058",foxcatcher,2014,foxcatcher2014,tt1100089,movie,foxcatcher,Foxcatcher,0,2014,\N,134,"Biography,Drama,History",7.0,151000,nm0587955,"nm0296861,nm0001246",Bennett Miller,1966,\N,"director,producer,miscellaneous","tt1100089,tt0379725,tt1210166,tt0150230",foxcatcher
"3,212",2014-11-14,Wolves,"$18,000,000",$0,"$94,953",wolves,2014,wolves2014,tt1403241,movie,wolves,Wolves,0,2014,\N,91,"Action,Fantasy,Horror",5.3,10642,nm0371684,nm0371684,David Hayter,1969,\N,"actor,director,writer","tt0120903,tt0365498,tt0409459,tt0290334",wolves
"3,393",2014-11-14,The Imitation Game,"$15,000,000","$91,125,143","$227,328,585",the imitation game,2014,the imitation game2014,tt2084970,movie,the imitation game,The Imitation Game,0,2014,\N,114,"Biography,Drama,Thriller",8.0,838212,nm0878763,"nm2441699,nm0388132",Morten Tyldum,1967,\N,"director,producer,editor","tt2084970,tt1614989,tt1355644,tt0371589",the imitation game
"4,141",2014-11-14,Rosewater,"$10,000,000","$3,128,941","$3,185,717",rosewater,2014,rosewater2014,tt2752688,movie,rosewater,Rosewater,0,2014,\N,103,"Biography,Drama",6.6,11016,nm0829537,"nm0829537,nm0046867,nm5566166",Jon Stewart,1962,\N,"producer,writer,actor","tt0115147,tt2975590,tt0133751,tt0266452",rosewater
"4,539",2014-11-14,Beyond the Lights,"$7,000,000","$14,618,727","$14,618,727",beyond the lights,2014,beyond the lights2014,tt3125324,movie,beyond the lights,Beyond the Lights,0,2014,\N,116,"Drama,Music,Romance",6.8,17738,nm0697656,nm0697656,Gina Prince-Bythewood,\N,\N,"writer,producer,director","tt0199725,tt3125324,tt7556122,tt8093700",beyond the lights
"5,513",2014-11-14,Always Woodstock,"$2,400,000",$0,$0,always woodstock,2014,always woodstock2014,tt1995477,movie,always woodstock,There's Always Woodstock,0,2014,\N,97,"Comedy,Music,Romance",5.2,882,nm1935074,nm1935074,Rita Merson,\N,\N,"actress,writer,producer","tt1995477,tt1658041,tt1826813,tt6138512",always woodstock
133,2016-11-14,Fantastic Beasts and Where to Find Them,"$180,000,000.00","$234,037,575.00","$811,724,385.00",fantastic beasts and where to find them,2016,fantastic beasts and where to find them2016,tt3183660,movie,fantastic beasts and where to find them,Fantastic Beasts and Where to Find Them,0,2016,\N,132,"Adventure,Family,Fantasy",7.2,515524,nm0946734,nm0746830,David Yates,1963,\N,"director,producer,writer","tt0373889,tt1201607,tt0918940,tt0417741",fantastic beasts and where to find them
86,2018-11-14,Fantastic Beasts: The Crimes of Grindelwald,"$200,000,000.00","$159,555,901.00","$648,455,339.00",fantastic beasts the crimes of grindelwald,2018,fantastic beasts the crimes of grindelwald2018,tt4123430,movie,fantastic beasts the crimes of grindelwald,Fantastic Beasts: The Crimes of Grindelwald,0,2018,\N,134,"Adventure,Family,Fantasy",6.5,314496,nm0946734,nm0746830,David Yates,1963,\N,"director,producer,writer","tt0373889,tt1201607,tt0918940,tt0417741",fantastic beasts the crimes of grindelwald
521,2019-11-14,Ford v. Ferrari,"$97,600,000.00","$117,624,357.00","$224,390,706.00",ford v ferrari,2019,ford v ferrari2019,tt1950186,movie,ford v ferrari,Ford v Ferrari,0,2019,\N,152,"Action,Biography,Drama",8.1,499090,nm0003506,"nm0125336,nm3890871,nm0445669",James Mangold,1963,\N,"producer,director,writer","tt3315342,tt1950186,tt0358273,tt1462764",ford v ferrari
"5,922",1956-11-15,Love Me Tender,"$1,000,000","$9,000,000","$9,000,000",love me tender,1956,love me tender1956,tt0049452,movie,love me tender,Love Me Tender,0,1956,\N,89,"Drama,Musical,Romance",6.2,4812,nm0916271,"nm0118758,nm0313884",Robert D. Webb,1903,1990,"assistant_director,director,producer","tt0029047,tt0045551,tt0061445,tt0048603",love me tender
"4,510",1974-11-15,Earthquake,"$7,000,000","$79,700,000","$79,700,000",earthquake,1974,earthquake1974,tt0071455,movie,earthquake,Earthquake,0,1974,\N,122,"Action,Drama,Thriller",5.9,18216,nm0733476,"nm0289008,nm0701374",Mark Robson,1913,1978,"director,producer,editor","tt0050839,tt0034587,tt0041239,tt0043361",earthquake
