date,primaryTitle_x,budget,domestic_gross,world_gross,year,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,primaryName,birthYear
2012-07-05,Katy Perry: Part of Me,"$12,000,000","$25,326,071","$32,700,439",2012,Katy Perry: Part of Me,0,2012,93,"Biography,Documentary,Music",5.9,13919,Jane Lipsitz,1965
2013-07-05,The Way Way Back,"$5,000,000","$21,502,690","$26,853,810",2013,The Way Way Back,0,2013,103,"Comedy,Drama",7.4,158742,Nat Faxon,1975
2013-07-05,The Way Way Back,"$5,000,000","$21,502,690","$26,853,810",2013,The Way Way Back,0,2013,103,"Comedy,Drama",7.4,158742,Jim Rash,1971
2016-07-05,The Dog Lover,"$2,000,000",$0,$0,2016,The Dog Lover,0,2016,101,Drama,5.5,1606,Alex Ranarivelo,\N
2016-07-05,Chemical Cut,"$1,000,000",$0,$0,2016,Chemical Cut,0,2016,83,Drama,5.4,141,Marjorie Conrad,\N
2017-07-05,Spider-Man: Homecoming,"$175,000,000.00","$334,580,976.00","$878,852,749.00",2017,Spider-Man: Homecoming,0,2017,133,"Action,Adventure,Sci-Fi",7.4,736966,Jon Watts,1981
2018-07-05,Skyscraper,"$125,000,000.00","$68,420,120.00","$304,858,121.00",2018,Skyscraper,0,2018,102,"Action,Adventure,Thriller",5.8,137245,Rawson Marshall Thurber,1975
2023-07-05,Insidious: The Red Door,"$16,000,000","$82,156,962","$186,258,928",2023,Insidious: The Red Door,0,2023,107,"Horror,Mystery,Thriller",5.5,54700,Patrick Wilson,1973
2024-07-05,Fly Me to the Moon,"$100,000,000.00","$20,532,222.00","$38,264,236.00",2024,Fly Me to the Moon,0,2024,132,"Comedy,Romance",6.6,27861,Greg Berlanti,1972
1966-07-06,Batman: The Movie,"$1,377,800",$0,$0,1966,Batman: The Movie,0,1966,105,"Action,Adventure,Comedy",6.5,36355,Leslie H. Martinson,1915
1994-07-06,Forrest Gump,"$55,000,000","$330,151,138","$679,835,137",1994,Forrest Gump,0,1994,142,"Drama,Romance",8.8,2313586,Robert Zemeckis,1952
2001-07-06,Kiss of the Dragon,"$25,000,000","$36,833,473","$36,833,473",2001,Kiss of the Dragon,0,2001,98,"Action,Crime,Thriller",6.6,67335,Chris Nahon,1968
2001-07-06,Cure,"$10,000","$94,596","$317,644",2001,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2006-07-06,Pirates of the Caribbean: Dead Man’s Chest,"$225,000,000.00","$423,315,812.00","$1,066,179,725.00",2006,Pirates of the Caribbean: Dead Man's Chest,0,2006,151,"Action,Adventure,Fantasy",7.4,781674,Gore Verbinski,1964
2006-07-06,Volver,"$9,400,000","$12,899,867","$87,226,613",2006,Volver,0,2006,121,"Comedy,Drama",7.6,108687,Pedro Almodóvar,1949
2012-07-06,Savages,"$45,000,000","$47,323,100","$82,513,490",2012,Savages,0,2012,131,"Action,Crime,Drama",6.4,135696,Oliver Stone,1946
2018-07-06,Sorry to Bother You,"$3,200,000","$17,493,096","$18,285,560",2018,Sorry to Bother You,0,2018,112,"Comedy,Drama,Fantasy",6.9,90074,Boots Riley,1971
1960-07-07,Elmer Gantry,"$3,000,000","$10,400,000","$10,400,064",1960,Elmer Gantry,0,1960,146,Drama,7.7,13235,Richard Brooks,1912
1995-07-07,First Knight,"$75,000,000.00","$37,361,412.00","$127,361,412.00",1995,First Knight,0,1995,134,"Action,Adventure,Drama",6.0,79802,Jerry Zucker,1950
1995-07-07,Species,"$35,000,000","$60,054,449","$113,354,449",1995,Species,0,1995,108,"Action,Horror,Sci-Fi",5.9,87510,Roger Donaldson,1945
2000-07-07,The Kid,"$65,000,000","$69,688,384","$69,688,384",2000,The Kid,0,2000,104,"Comedy,Family,Fantasy",6.1,44868,Jon Turteltaub,1963
2000-07-07,Scary Movie,"$19,000,000","$157,019,771","$277,200,000",2000,Scary Movie,0,2000,88,Comedy,6.3,294033,Keenen Ivory Wayans,1958
2000-07-07,But I'm a Cheerleader,"$1,200,000","$2,205,627","$2,509,344",2000,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2004-07-07,King Arthur,"$90,000,000.00","$51,877,963.00","$203,653,524.00",2004,King Arthur,0,2004,126,"Action,Adventure,Drama",6.3,177850,Antoine Fuqua,1965
2006-07-07,A Scanner Darkly,"$20,000,000","$5,501,616","$7,405,084",2006,A Scanner Darkly,0,2006,100,"Animation,Comedy,Crime",7.0,118416,Richard Linklater,1960
2006-07-07,Once in a Lifetime: the Extraordinary Story of …,"$1,000,000","$144,601","$215,559",2006,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2007-07-07,Rockaway,"$2,000,000",$0,$0,2007,Rockaway,0,2007,78,"Action,Crime,Drama",4.3,440,Jeff Crook,\N
2007-07-07,Rockaway,"$2,000,000",$0,$0,2007,Rockaway,0,2007,78,"Action,Crime,Drama",4.3,440,Josh Crook,\N
2009-07-07,Flying By,"$5,000,000",$0,"$4,568,257",2009,Flying By,0,2009,90,"Drama,Family,Music",4.3,345,Jim Amatulli,\N
2015-07-07,Tiger Orange,"$100,000",$0,$0,2015,Tiger Orange,0,2014,75,Drama,6.5,1566,Wade Gasque,\N
2016-07-07,Mike and Dave Need Wedding Dates,"$33,000,000","$46,009,673","$75,898,100",2016,Mike and Dave Need Wedding Dates,0,2016,98,"Comedy,Romance",6.0,96586,Jake Szymanski,1981
2017-07-07,A Ghost Story,"$100,000","$1,594,798","$2,769,782",2017,A Ghost Story,0,2017,92,"Drama,Fantasy,Mystery",6.8,82039,David Lowery,1980
2021-07-07,Black Widow,"$200,000,000.00","$183,651,655.00","$379,751,131.00",2021,Black Widow,0,2021,134,"Action,Adventure,Sci-Fi",6.6,438221,Cate Shortland,1968
2021-07-07,Annette,"$15,500,000",$0,"$3,349,127",2021,Annette,0,2021,141,"Drama,Music,Musical",6.3,23209,Leos Carax,1960
1988-07-08,Phantasm II,"$3,000,000","$7,282,851","$7,282,851",1988,Phantasm II,0,1988,97,"Action,Fantasy,Horror",6.4,17079,Don Coscarelli,1954
2005-07-08,Fantastic Four,"$87,500,000.00","$154,696,080.00","$333,132,750.00",2005,Fantastic Four,0,2005,106,"Action,Adventure,Fantasy",5.7,349981,Tim Story,1970
2005-07-08,Dark Water,"$60,000,000","$25,473,093","$49,473,093",2005,Dark Water,0,2005,105,"Drama,Horror,Mystery",5.6,66118,Walter Salles,1956
2005-07-08,Murderball,"$350,000","$1,531,154","$1,772,979",2005,Murderball,0,2005,88,"Documentary,Sport",7.7,10532,Henry Alex Rubin,\N
2005-07-08,Murderball,"$350,000","$1,531,154","$1,772,979",2005,Murderball,0,2005,88,"Documentary,Sport",7.7,10532,Dana Adam Shapiro,\N
2011-07-08,Zookeeper,"$80,000,000.00","$80,360,866.00","$170,805,525.00",2011,Zookeeper,0,2011,102,"Comedy,Family,Fantasy",5.2,66191,Frank Coraci,\N
2011-07-08,Horrible Bosses,"$35,000,000","$117,538,559","$212,417,601",2011,Horrible Bosses,0,2011,98,"Comedy,Crime",6.9,474430,Seth Gordon,\N
2011-07-08,Ironclad,"$25,000,000",$0,"$5,297,411",2011,Ironclad,0,2011,121,"Action,Drama,History",6.1,44021,Jonathan English,1969
2011-07-08,Nannerl la soeur de Mozart,"$4,500,000","$707,885","$2,404,639",2011,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2011-07-08,Sholem Aleichem: Laughing in the Darkness,"$500,000","$1,131,261","$1,131,261",2011,Sholem Aleichem: Laughing in the Darkness,0,2011,93,Documentary,7.2,188,Joseph Dorman,1958
2016-07-08,Captain Fantastic,"$5,000,000","$5,879,835","$21,340,234",2016,Captain Fantastic,0,2016,118,"Comedy,Drama",7.8,239371,Matt Ross,1970
1982-07-09,Tron,"$17,000,000","$26,918,576","$26,919,100",1982,Tron,0,1982,96,"Action,Adventure,Sci-Fi",6.7,131377,Steven Lisberger,1951
1999-07-09,Arlington Road,"$21,500,000","$24,419,219","$24,419,219",1999,Arlington Road,0,1999,117,"Action,Crime,Drama",7.2,93098,Mark Pellington,1962
1999-07-09,American Pie,"$12,000,000","$101,800,948","$234,723,148",1999,American Pie,0,1999,95,Comedy,7.0,442407,Paul Weitz,1965
1999-07-09,American Pie,"$12,000,000","$101,800,948","$234,723,148",1999,American Pie,0,1999,95,Comedy,7.0,442407,Chris Weitz,1969
1999-07-09,Candyman 3: Day of the Dead,"$3,000,000",$0,$0,1999,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2003-07-09,Pirates of the Caribbean: The Curse of the Blac…,"$140,000,000.00","$305,410,819.00","$654,310,819.00",2003,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003,143,"Action,Adventure,Fantasy",8.1,1235838,Gore Verbinski,1964
2004-07-09,Anchorman: The Legend of Ron Burgundy,"$25,000,000","$84,136,909","$89,476,265",2004,Anchorman: The Legend of Ron Burgundy,0,2004,94,Comedy,7.1,384283,Adam McKay,1968
2004-07-09,Sleepover,"$10,000,000","$9,408,183","$9,424,052",2004,Sleepover,0,2004,89,"Comedy,Family,Romance",5.3,18363,Joe Nussbaum,1973
2004-07-09,Riding Giants,"$2,600,000","$2,276,368","$3,292,333",2004,Riding Giants,0,2004,105,"Biography,Documentary,History",7.8,4698,Stacy Peralta,1957
2010-07-09,Despicable Me,"$69,000,000","$252,756,705","$544,707,293",2010,Despicable Me,0,2010,95,"Adventure,Animation,Comedy",7.6,597702,Pierre Coffin,1967
2010-07-09,Despicable Me,"$69,000,000","$252,756,705","$544,707,293",2010,Despicable Me,0,2010,95,"Adventure,Animation,Comedy",7.6,597702,Chris Renaud,\N
2010-07-09,Predators,"$40,000,000","$52,000,688","$127,234,389",2010,Predators,0,2010,107,"Action,Adventure,Sci-Fi",6.4,248419,Nimród Antal,1973
2010-07-09,[Rec] 2,"$5,600,000","$27,766","$18,527,766",2010,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2010-07-09,The Kids Are All Right,"$4,000,000","$20,811,365","$36,275,469",2010,The Kids Are All Right,0,2010,106,"Comedy,Drama,Romance",7.0,135313,Lisa Cholodenko,1964
2013-07-09,Coffee Town,"$2,000,000",$0,$0,2013,Coffee Town,0,2013,87,Comedy,6.5,5307,Brad Copeland,\N
2014-07-09,Dawn of the Planet of the Apes,"$170,000,000.00","$208,545,589.00","$710,644,566.00",2014,Dawn of the Planet of the Apes,0,2014,130,"Action,Adventure,Drama",7.6,492588,Matt Reeves,1966
2015-07-09,Baahubali: The Beginning,"$40,000,000","$6,738,000","$26,736,665",2015,Bãhubali: The Beginning,0,2015,159,"Action,Drama",8.0,140784,S.S. Rajamouli,1973
2015-07-09,The Young and Prodigious T.S. Spivet,"$33,000,000","$176,847","$357,687",2015,The Young and Prodigious T.S. Spivet,0,2013,105,"Adventure,Comedy,Drama",7.0,20289,Jean-Pierre Jeunet,1953
2015-07-09,Paper Towns,"$12,000,000","$32,000,304","$85,450,484",2015,Paper Towns,0,2015,109,"Adventure,Comedy,Drama",6.2,109130,Jake Schreier,\N
2015-07-09,The Gallows,"$100,000","$22,764,410","$41,656,474",2015,The Gallows,0,2015,81,"Horror,Mystery,Thriller",4.2,21864,Travis Cluff,\N
2015-07-09,The Gallows,"$100,000","$22,764,410","$41,656,474",2015,The Gallows,0,2015,81,"Horror,Mystery,Thriller",4.2,21864,Chris Lofing,\N
1984-06-01,Once Upon a Time in America,"$30,000,000","$5,321,508","$5,577,556",1984,Once Upon a Time in America,0,1984,229,"Crime,Drama",8.3,384808,Sergio Leone,1929
1984-06-01,Star Trek III: The Search for Spock,"$18,000,000","$76,471,046","$87,000,000",1984,Star Trek III: The Search for Spock,0,1984,105,"Action,Adventure,Sci-Fi",6.6,87409,Leonard Nimoy,1931
1990-06-01,Total Recall,"$65,000,000","$119,394,839","$261,399,684",1990,Total Recall,0,1990,113,"Action,Adventure,Sci-Fi",7.5,360842,Paul Verhoeven,1938
2001-06-01,What's the Worst That Could Happen?,"$30,000,000","$32,267,774","$38,462,071",2001,What's the Worst That Could Happen?,0,2001,94,"Comedy,Crime",5.4,17141,Sam Weisman,1947
2001-06-01,The Animal,"$22,000,000","$55,762,229","$55,762,229",2001,The Animal,0,2001,84,"Comedy,Sci-Fi",4.8,64692,Luke Greenfield,1972
2005-06-01,The Sisterhood of the Traveling Pants,"$25,000,000","$39,053,061","$41,560,117",2005,The Sisterhood of the Traveling Pants,0,2005,119,"Comedy,Drama,Romance",6.5,66004,Ken Kwapis,1957
2007-06-01,Knocked Up,"$27,500,000","$148,761,765","$219,265,952",2007,Knocked Up,0,2007,129,"Comedy,Romance",6.9,388668,Judd Apatow,1967
2007-06-01,Gracie,"$9,000,000","$2,956,339","$3,922,043",2007,Gracie,0,2007,95,"Biography,Drama,Sport",6.1,4357,Davis Guggenheim,1963
2007-06-01,And Then Came Love,"$989,000","$8,158","$8,158",2007,And Then Came Love,0,2007,90,"Comedy,Romance",4.7,568,Richard Schenkman,\N
2012-06-01,High School,"$10,000,000","$139,034","$248,133",2012,High School,0,2010,99,Comedy,5.7,7949,John Stalberg Jr.,1976
2012-06-01,High School,"$10,000,000","$139,034","$248,133",2012,High School,0,2010,\N,Drama,6.9,7,Narasimha Nandi,\N
2012-06-01,Mine Vaganti,"$9,100,000",$0,"$18,872,126",2012,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2012-06-01,The Loved Ones,"$4,000,000",$0,"$12,302",2012,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2012-06-01,"Pink Ribbons, Inc.","$1,200,000","$26,608","$26,608",2012,"Pink Ribbons, Inc.",0,2011,97,Documentary,7.3,733,Léa Pool,1950
2012-06-01,Hardflip,"$1,000,000","$96,734","$96,734",2012,Hardflip,0,2012,112,"Action,Drama",5.3,871,Johnny Remo,\N
2016-06-01,Me Before You,"$20,000,000","$56,245,075","$208,064,908",2016,Me Before You,0,2016,110,"Drama,Romance",7.4,297568,Thea Sharrock,\N
2018-06-01,Adrift,"$35,000,000","$31,445,011","$57,897,191",2018,Adrift,0,2018,96,"Action,Adventure,Biography",6.6,62960,Baltasar Kormákur,1966
2018-06-01,Action Point,"$19,000,000","$5,059,608","$5,103,675",2018,Action Point,0,2018,85,Comedy,5.1,12352,Tim Kirkby,1970
2018-06-01,Hereditary,"$10,000,000","$44,069,456","$80,942,650",2018,Hereditary,0,2018,127,"Drama,Horror,Mystery",7.3,398345,Ari Aster,1986
2018-06-01,Upgrade,"$3,000,000","$11,977,130","$16,976,561",2018,Upgrade,0,2018,100,"Action,Sci-Fi,Thriller",7.5,214983,Leigh Whannell,1977
2021-06-01,Spare Parts,"$1,000,000",$0,$0,2021,Spare Parts,0,2015,114,"Biography,Drama,History",7.2,12018,Sean McNamara,1962
2022-06-01,Jurassic World: Dominion,"$165,000,000.00","$376,851,080.00","$1,004,004,592.00",2022,Jurassic World Dominion,0,2022,147,"Action,Adventure,Sci-Fi",5.6,214678,Colin Trevorrow,1976
1975-06-10,Love and Death,"$3,000,000","$20,123,742","$20,123,742",1975,Love and Death,0,1975,85,"Comedy,War",7.6,41656,Woody Allen,1935
1983-06-10,Octopussy,"$27,500,000","$67,900,000","$187,500,000",1983,Octopussy,0,1983,131,"Action,Adventure,Thriller",6.5,114707,John Glen,1932
1988-06-10,Poltergeist III,"$9,500,000","$14,114,000","$14,114,000",1988,Poltergeist III,0,1988,98,"Horror,Thriller",4.7,21167,Gary Sherman,1945
1994-06-10,Speed,"$30,000,000","$121,248,145","$283,200,000",1994,Speed,0,1994,116,"Action,Adventure,Thriller",7.3,399930,Jan de Bont,1943
1995-06-10,Pocahontas,"$55,000,000","$141,579,773","$347,100,000",1995,Pocahontas,0,1995,81,"Adventure,Animation,Drama",6.7,206672,Mike Gabriel,1954
1995-06-10,Pocahontas,"$55,000,000","$141,579,773","$347,100,000",1995,Pocahontas,0,1995,81,"Adventure,Animation,Drama",6.7,206672,Eric Goldberg,1955
1995-06-10,Pocahontas,"$55,000,000","$141,579,773","$347,100,000",1995,Pocahontas,0,1995,63,Animation,2.2,83,Roswitha Haas,1940
1999-06-10,Austin Powers: The Spy Who Shagged Me,"$35,000,000","$206,040,085","$312,383,487",1999,Austin Powers: The Spy Who Shagged Me,0,1999,95,"Action,Adventure,Comedy",6.7,252721,Jay Roach,1957
2005-06-10,Mr. and Mrs. Smith,"$110,000,000.00","$186,336,279.00","$486,124,090.00",2005,Mr. & Mrs. Smith,0,2005,120,"Action,Comedy,Crime",6.5,553362,Doug Liman,1965
2005-06-10,The Adventures of Sharkboy and Lavagirl in 3-D,"$50,000,000","$39,177,684","$69,425,966",2005,The Adventures of Sharkboy and Lavagirl 3-D,0,2005,93,"Action,Adventure,Comedy",3.8,43418,Robert Rodriguez,1968
2005-06-10,The Honeymooners,"$27,000,000","$12,834,849","$13,174,426",2005,The Honeymooners,0,2005,90,"Comedy,Family,Romance",3.5,7615,John Schultz,\N
2005-06-10,Hauru no ugoku shiro,"$24,000,000","$7,095,145","$239,893,275",2005,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2005-06-10,The Bridge of San Luis Rey,"$24,000,000","$49,981","$1,696,765",2005,The Bridge of San Luis Rey,0,2004,120,"Drama,History,Romance",5.0,3717,Mary McGuckian,1965
2005-06-10,High Tension,"$2,850,000","$3,681,066","$6,435,262",2005,Haute tension,0,2003,91,Horror,6.7,79360,Alexandre Aja,1978
2011-06-10,Super 8,"$50,000,000","$127,004,179","$257,972,745",2011,Super 8,0,2011,112,"Action,Mystery,Sci-Fi",7.0,370934,J.J. Abrams,1966
2011-06-10,Trolljegeren,"$3,500,000","$253,444","$5,706,638",2011,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2014-06-10,Echo Dr.,"$100,000",$0,$0,2014,Echo Dr.,0,2013,81,"Action,Drama,Sci-Fi",3.5,136,Patrick Ryan Sims,\N
2016-06-10,Genius,"$17,000,000","$1,361,045","$7,265,283",2016,Genius,0,2016,104,"Biography,Drama",6.5,21710,Michael Grandage,1962
2021-06-10,In the Heights,"$55,000,000","$29,975,167","$43,646,976",2021,In the Heights,0,2021,143,"Drama,Musical,Romance",7.3,53159,Jon M. Chu,1979
2021-06-10,The Magic Flute,"$27,000,000",$0,$0,2021,The Magic Flute,0,2022,115,"Adventure,Fantasy,Musical",5.6,1518,Florian Sigl,\N
2022-06-10,Mad God,"$150,000","$325,042","$329,009",2022,Mad God,0,2021,83,"Animation,Fantasy,Horror",6.8,16444,Phil Tippett,1951
1982-06-11,E.T. the Extra-Terrestrial,"$10,500,000","$439,454,989","$797,307,407",1982,E.T. the Extra-Terrestrial,0,1982,115,"Adventure,Family,Sci-Fi",7.9,445330,Steven Spielberg,1946
1993-06-11,Jurassic Park,"$63,000,000","$415,404,543","$1,058,454,230",1993,Jurassic Park,0,1993,127,"Action,Adventure,Sci-Fi",8.2,1090827,Steven Spielberg,1946
1999-06-11,Le Violon rouge,"$10,000,000","$10,019,109","$10,019,109",1999,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2004-06-11,The Chronicles of Riddick,"$120,000,000.00","$57,712,751.00","$107,212,751.00",2004,The Chronicles of Riddick,0,2004,119,"Action,Adventure,Sci-Fi",6.6,245115,David Twohy,\N
2004-06-11,The Stepford Wives,"$100,000,000.00","$59,475,623.00","$96,150,482.00",2004,The Stepford Wives,0,2004,93,"Comedy,Horror,Sci-Fi",5.4,70736,Frank Oz,1944
2004-06-11,Garfield: The Movie,"$50,000,000","$75,367,693","$208,094,550",2004,Garfield: The Movie,0,2004,80,"Adventure,Comedy,Family",5.1,96029,Peter Hewitt,1962
2004-06-11,Napoleon Dynamite,"$400,000","$44,540,956","$46,122,713",2004,Napoleon Dynamite,0,2004,96,Comedy,7.0,242615,Jared Hess,1979
2010-06-11,The A-Team,"$110,000,000.00","$77,222,099.00","$177,241,171.00",2010,The A-Team,0,2010,117,"Action,Adventure,Crime",6.7,271072,Joe Carnahan,1969
2010-06-11,The Karate Kid,"$40,000,000","$176,591,618","$351,774,938",2010,The Karate Kid,0,2010,140,"Action,Drama,Family",6.2,210909,Harald Zwart,1965
2010-06-11,Winter’s Bone,"$2,000,000","$6,531,503","$16,131,551",2010,Winter's Bone,0,2010,100,"Crime,Drama,Mystery",7.1,152316,Debra Granik,1963
2010-06-11,Jerusalema,"$2,000,000","$7,294","$10,679",2010,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2015-06-11,Strangerland,"$10,000,000","$17,472","$161,097",2015,Strangerland,0,2015,112,"Drama,Mystery,Thriller",5.2,10158,Kim Farrant,\N
2015-06-11,Saul fia,"$1,700,000","$1,777,043","$9,696,537",2015,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2021-06-11,The Hitman’s Wife’s Bodyguard,"$70,000,000.00","$38,014,727.00","$67,387,455.00",2021,Hitman's Wife's Bodyguard,0,2021,100,"Action,Comedy,Crime",6.1,111186,Patrick Hughes,1978
2021-06-11,The House Next Door: Meet the Blacks 2,"$3,500,000","$2,893,660","$2,893,660",2021,The House Next Door,0,2021,97,"Action,Comedy,Horror",4.1,2393,Deon Taylor,\N
1963-06-12,Cleopatra,"$42,000,000","$57,000,000","$71,000,000",1963,Cleopatra,0,1963,192,"Biography,Drama,History",7.0,38377,Joseph L. Mankiewicz,1909
1963-06-12,Cleopatra,"$42,000,000","$57,000,000","$71,000,000",1963,Cleopatra,0,1963,192,"Biography,Drama,History",7.0,38377,Rouben Mamoulian,1897
1963-06-12,Donovan's Reef,"$2,686,000","$6,600,000","$6,600,000",1963,Donovan's Reef,0,1963,109,"Adventure,Comedy,Romance",6.7,10008,John Ford,1894
1968-06-12,Rosemary's Baby,"$3,200,000","$33,395,426","$33,397,080",1968,Rosemary's Baby,0,1968,137,"Drama,Horror",8.0,242621,Roman Polanski,1933
1981-06-12,Raiders of the Lost Ark,"$20,000,000","$225,686,079","$367,451,914",1981,Raiders of the Lost Ark,0,1981,115,"Action,Adventure",8.4,1052573,Steven Spielberg,1946
1981-06-12,Clash of the Titans,"$15,000,000","$30,000,000","$44,400,000",1981,Clash of the Titans,0,1981,118,"Action,Adventure,Fantasy",6.9,48614,Desmond Davis,1926
1981-06-12,History of the World: Part I,"$11,000,000","$31,672,000","$31,672,000",1981,History of the World: Part I,0,1981,92,"Comedy,History,Musical",6.8,56022,Mel Brooks,1926
1987-06-12,Predator,"$18,000,000","$59,735,548","$98,267,558",1987,Predator,0,1987,107,"Action,Adventure,Horror",7.8,466566,John McTiernan,1951
1998-06-12,"Six Days, Seven Nights","$80,000,000.00","$74,339,294.00","$164,800,000.00",1998,Six Days Seven Nights,0,1998,102,"Action,Adventure,Comedy",5.9,84533,Ivan Reitman,1946
1998-06-12,Dirty Work,"$13,000,000","$10,020,081","$10,020,081",1998,Dirty Work,0,1998,82,Comedy,6.4,30782,Bob Saget,1956
1998-06-12,Can’t Hardly Wait,"$10,000,000","$25,358,996","$25,358,996",1998,Can't Hardly Wait,0,1998,100,"Comedy,Romance",6.5,54909,Harry Elfont,\N
1998-06-12,Can’t Hardly Wait,"$10,000,000","$25,358,996","$25,358,996",1998,Can't Hardly Wait,0,1998,100,"Comedy,Romance",6.5,54909,Deborah Kaplan,1970
1998-06-12,The Land Girls,"$8,000,000","$146,083","$146,083",1998,The Land Girls,0,1998,111,"Drama,Romance,War",6.2,2220,David Leland,1941
1998-06-12,Stiff Upper Lips,"$5,700,000","$69,582","$69,582",1998,Stiff Upper Lips,0,1997,94,Comedy,6.1,1163,Gary Sinyor,1962
2009-06-12,The Taking of Pelham 123,"$110,000,000.00","$65,452,312.00","$152,364,370.00",2009,The Taking of Pelham 123,0,2009,106,"Action,Crime,Thriller",6.4,210326,Tony Scott,1944
2009-06-12,Imagine That,"$55,000,000","$16,222,392","$22,438,144",2009,Imagine That,0,2009,107,"Comedy,Drama,Family",5.6,16014,Karey Kirkpatrick,1964
2009-06-12,Moon,"$5,000,000","$5,010,163","$10,676,073",2009,Moon,0,2009,97,"Drama,Mystery,Sci-Fi",7.8,381052,Duncan Jones,1971
2009-06-12,"Food, Inc.","$1,000,000","$4,417,674","$4,731,944",2009,"Food, Inc.",0,2008,94,"Documentary,News",7.8,52511,Robert Kenner,\N
2013-06-12,This is the End,"$32,000,000","$101,470,202","$126,539,117",2013,This Is the End,0,2013,107,"Comedy,Fantasy",6.6,439774,Evan Goldberg,1982
