date,primaryTitle_x,budget,domestic_gross,world_gross,year,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,primaryName,birthYear
2014-07-25,Barbecue,"$10,000,000",$388,"$247,565",2014,Barbecue,0,2014,98,Comedy,6.1,3289,Eric Lavaine,1962
2014-07-25,Happy Christmas,"$70,000","$30,312","$30,312",2014,Happy Christmas,0,2014,82,"Comedy,Drama",5.4,8903,Joe Swanberg,1981
1949-07-26,She Wore a Yellow Ribbon,"$1,600,000","$5,400,000","$5,400,000",1949,She Wore a Yellow Ribbon,0,1949,104,Western,7.2,19716,John Ford,1894
1985-07-26,Pee Wee\'s Big Adventure,"$7,000,000","$40,940,662","$40,940,662",1985,Pee-wee's Big Adventure,0,1985,91,"Adventure,Comedy,Family",7.0,60248,Tim Burton,1958
1996-07-26,Kingpin,"$25,000,000","$25,023,424","$32,223,424",1996,Kingpin,0,1996,114,"Comedy,Sport",6.9,92398,Bobby Farrelly,1958
1996-07-26,Kingpin,"$25,000,000","$25,023,424","$32,223,424",1996,Kingpin,0,1996,114,"Comedy,Sport",6.9,92398,Peter Farrelly,1956
1996-07-26,The Adventures of Pinocchio,"$25,000,000","$15,382,170","$36,682,170",1996,The Adventures of Pinocchio,0,1996,96,"Adventure,Drama,Family",5.2,6379,Steve Barron,1956
1996-07-26,Stonewall,"$2,000,000","$304,602","$304,602",1996,Stonewall,0,1995,99,"Comedy,Drama,Romance",7.1,1759,Nigel Finch,1949
2000-07-26,Thomas and the Magic Railroad,"$19,000,000","$15,911,332","$15,911,332",2000,Thomas and the Magic Railroad,0,2000,85,"Adventure,Comedy,Drama",4.2,4877,Britt Allcroft,1943
2002-07-26,The Country Bears,"$20,000,000","$16,988,996","$16,988,996",2002,The Country Bears,0,2002,88,"Comedy,Family,Music",4.3,6244,Peter Hastings,1960
2006-07-26,Little Miss Sunshine,"$8,000,000","$59,891,098","$100,642,353",2006,Little Miss Sunshine,0,2006,101,"Comedy,Drama",7.8,527044,Jonathan Dayton,1957
2006-07-26,Little Miss Sunshine,"$8,000,000","$59,891,098","$100,642,353",2006,Little Miss Sunshine,0,2006,101,"Comedy,Drama",7.8,527044,Valerie Faris,1958
2007-07-26,The Simpsons Movie,"$72,500,000.00","$183,135,014.00","$527,071,022.00",2007,The Simpsons Movie,0,2007,87,"Adventure,Animation,Comedy",7.3,354055,David Silverman,1957
2012-07-26,Step Up Revolution,"$33,000,000","$35,074,677","$165,552,290",2012,Step Up Revolution,0,2012,99,"Drama,Music,Romance",6.4,58643,Scott Speer,\N
2013-07-26,The Wolverine,"$115,000,000.00","$132,556,852.00","$416,456,852.00",2013,The Wolverine,0,2013,126,"Action,Sci-Fi",6.7,504098,James Mangold,1963
2013-07-26,Blue Jasmine,"$18,000,000","$33,404,871","$102,912,961",2013,Blue Jasmine,0,2013,98,"Comedy,Drama,Romance",7.3,214454,Woody Allen,1935
2013-07-26,Stranded,"$1,900,000",$0,"$285,593",2013,Stranded,0,2013,84,"Horror,Sci-Fi",3.5,4301,Roger Christian,1944
2013-07-26,The To Do List,"$1,500,000","$3,491,669","$4,128,828",2013,The To Do List,0,2013,104,"Comedy,Romance",5.8,42416,Maggie Carey,1975
2017-07-26,The Emoji Movie,"$50,000,000","$86,089,513","$216,564,839",2017,The Emoji Movie,0,2017,86,"Adventure,Animation,Comedy",3.4,73468,Tony Leondis,\N
2019-07-26,"Hvítur, Hvítur Dagur","$2,800,000",$0,"$836,600",2019,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2023-07-26,Haunted Mansion,"$157,750,000.00","$67,653,287.00","$114,797,989.00",2023,Haunted Mansion,0,2023,123,"Comedy,Drama,Family",6.0,45690,Justin Simien,\N
2023-07-26,Talk To Me,"$4,250,000","$48,299,436","$92,181,818",2023,Sprich mit mir,0,2023,80,Drama,7.3,38,Janin Halisch,1984
2001-07-27,Planet of the Apes,"$100,000,000.00","$180,011,740.00","$362,211,740.00",2001,Planet of the Apes,0,2001,120,"Action,Adventure,Sci-Fi",5.7,235803,Tim Burton,1958
2001-07-27,Spirited Away (千と千尋の神隠し),"$19,000,000","$10,049,886","$383,970,722",2001,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2001-07-27,Jackpot,"$400,000","$44,452","$44,452",2001,Jackpot,0,2001,97,"Comedy,Drama",5.5,605,Michael Polish,1970
2007-07-27,No Reservations,"$28,000,000","$43,107,979","$91,943,956",2007,No Reservations,0,2007,104,"Comedy,Drama,Romance",6.3,80182,Scott Hicks,1953
2007-07-27,Molière,"$21,600,000","$635,733","$791,154",2007,Molière,0,2007,120,"Biography,Comedy",7.1,6630,Laurent Tirard,1967
2007-07-27,Who's Your Caddy?,"$7,000,000","$5,694,308","$5,694,308",2007,Who's Your Caddy?,0,2007,93,"Comedy,Sport",2.3,15638,Don Michael Paul,\N
2007-07-27,No End In Sight,"$2,000,000","$1,433,319","$1,433,319",2007,No End in Sight,0,2007,102,"Documentary,War",8.2,8680,Charles Ferguson,1955
2012-07-27,The Watch,"$55,000,000","$34,353,000","$67,130,045",2012,The Watch,0,2012,102,"Comedy,Sci-Fi",5.7,134046,Akiva Schaffer,1977
2016-07-27,Nerve,"$20,000,000","$38,583,626","$85,583,945",2016,Nerve,0,2016,96,"Action,Adventure,Crime",6.5,142101,Henry Joost,1982
2016-07-27,Nerve,"$20,000,000","$38,583,626","$85,583,945",2016,Nerve,0,2016,96,"Action,Adventure,Crime",6.5,142101,Ariel Schulman,1981
2017-07-27,Atomic Blonde,"$30,000,000","$51,573,925","$98,345,423",2017,Atomic Blonde,0,2017,115,"Action,Thriller",6.7,210799,David Leitch,1975
2018-07-27,The Nun,"$22,000,000","$117,450,119","$362,900,037",2018,The Nun,0,2018,96,"Horror,Mystery,Thriller",5.3,176536,Corin Hardy,\N
2018-07-27,Teen Titans Go! To The Movies,"$10,000,000","$29,790,236","$51,620,593",2018,Teen Titans Go! To the Movies,0,2018,84,"Action,Adventure,Animation",6.7,22218,Aaron Horvath,1980
2018-07-27,Teen Titans Go! To The Movies,"$10,000,000","$29,790,236","$51,620,593",2018,Teen Titans Go! To the Movies,0,2018,84,"Action,Adventure,Animation",6.7,22218,Peter Rida Michail,1977
2022-07-27,DC League of Super Pets,"$90,000,000.00","$93,657,117.00","$203,891,589.00",2022,DC League of Super-Pets,0,2022,105,"Action,Adventure,Animation",7.1,77235,Jared Stern,\N
2022-07-27,DC League of Super Pets,"$90,000,000.00","$93,657,117.00","$203,891,589.00",2022,DC League of Super-Pets,0,2022,105,"Action,Adventure,Animation",7.1,77235,Sam J. Levine,1973
1951-07-28,Alice in Wonderland,"$3,000,000",$0,$0,1951,Alice in Wonderland,0,1951,75,"Adventure,Animation,Comedy",7.3,157120,Clyde Geronimi,1901
1951-07-28,Alice in Wonderland,"$3,000,000",$0,$0,1951,Alice in Wonderland,0,1951,75,"Adventure,Animation,Comedy",7.3,157120,Wilfred Jackson,1906
1951-07-28,Alice in Wonderland,"$3,000,000",$0,$0,1951,Alice in Wonderland,0,1951,75,"Adventure,Animation,Comedy",7.3,157120,Hamilton Luske,1903
1951-07-28,Alice in Wonderland,"$3,000,000",$0,$0,1951,Alice in Wonderland,0,1951,75,"Adventure,Animation,Comedy",7.3,157120,Jack Kinney,1909
1954-07-28,On the Waterfront,"$910,000","$9,600,000","$9,609,459",1954,On the Waterfront,0,1954,108,"Crime,Drama,Thriller",8.1,168052,Elia Kazan,1909
1978-07-28,National Lampoon’s Animal House,"$3,000,000","$141,600,000","$141,607,202",1978,National Lampoon's Animal House,0,1978,109,Comedy,7.4,131307,John Landis,1950
1982-07-28,An Officer and a Gentleman,"$6,000,000","$129,795,554","$129,795,554",1982,An Officer and a Gentleman,0,1982,124,"Drama,Romance",7.1,64026,Taylor Hackford,1944
1989-07-28,Friday the 13th Part VIII: Jason Takes Manhattan,"$5,000,000","$14,343,976","$14,343,976",1989,Friday the 13th Part VIII: Jason Takes Manhattan,0,1989,100,"Adventure,Horror,Thriller",4.5,44600,Rob Hedden,1954
1995-07-28,Waterworld,"$175,000,000.00","$88,246,220.00","$264,246,220.00",1995,Waterworld,0,1995,135,"Action,Adventure,Sci-Fi",6.3,214052,Kevin Reynolds,1952
1995-07-28,The Net,"$22,000,000","$50,621,733","$110,521,733",1995,The Net,0,1995,114,"Action,Crime,Drama",6.0,75363,Irwin Winkler,1931
1999-07-28,Deep Blue Sea,"$60,000,000","$73,648,228","$165,048,228",1999,Deep Blue Sea,0,1999,105,"Action,Adventure,Sci-Fi",5.9,145451,Renny Harlin,1959
2000-07-28,Nutty Professor II: The Klumps,"$84,000,000.00","$123,307,945.00","$166,307,945.00",2000,Nutty Professor II: The Klumps,0,2000,106,"Comedy,Romance,Sci-Fi",4.5,53967,Peter Segal,1962
2004-07-28,Garden State,"$2,500,000","$26,782,316","$36,028,802",2004,Garden State,0,2004,102,"Comedy,Drama,Romance",7.4,224861,Zach Braff,1975
2006-07-28,Miami Vice,"$135,000,000.00","$63,478,838.00","$164,920,076.00",2006,Miami Vice,0,2006,132,"Action,Crime,Drama",6.1,125758,Michael Mann,1943
2006-07-28,The Ant Bully,"$45,000,000","$28,142,535","$49,610,898",2006,The Ant Bully,0,2006,88,"Adventure,Animation,Comedy",5.8,42421,John A. Davis,1961
2006-07-28,Scoop,"$4,000,000","$10,525,717","$40,103,262",2006,Scoop,0,2006,96,"Comedy,Crime,Fantasy",6.6,88432,Woody Allen,1935
2011-07-28,Tucker & Dale vs. Evil,"$5,000,000","$223,838","$5,476,378",2011,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2017-07-28,Detroit,"$40,000,000","$16,790,139","$26,033,563",2017,Detroit,0,2017,143,"Crime,Drama,History",7.3,56610,Kathryn Bigelow,1951
2017-07-28,An Inconvenient Sequel,"$1,000,000","$3,496,795","$5,839,322",2017,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2021-07-28,Jungle Cruise,"$200,000,000.00","$116,987,516.00","$210,469,803.00",2021,Jungle Cruise,0,2021,127,"Action,Adventure,Comedy",6.6,216945,Jaume Collet-Serra,1974
2021-07-28,The Suicide Squad,"$185,000,000.00","$55,817,425.00","$167,097,737.00",2021,The Suicide Squad,0,2021,132,"Action,Adventure,Comedy",7.2,421608,James Gunn,1966
2022-07-28,Triangle of Sadness,"$15,600,000","$4,608,096","$32,890,983",2022,Triangle of Sadness,0,2022,147,"Comedy,Drama",7.3,189841,Ruben Östlund,1974
1983-07-29,National Lampoon’s Vacation,"$15,000,000","$61,400,000","$61,400,000",1983,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
1988-07-29,Cocktail,"$20,000,000","$78,222,753","$78,222,753",1988,Cocktail,0,1988,104,"Comedy,Drama,Romance",5.9,93434,Roger Donaldson,1945
1994-07-29,The Mask,"$18,000,000","$119,920,129","$351,620,129",1994,The Mask,0,1994,101,"Action,Comedy,Crime",6.9,432952,Chuck Russell,1958
1998-07-29,The Negotiator,"$50,000,000","$44,705,766","$49,105,766",1998,The Negotiator,0,1998,140,"Action,Crime,Drama",7.3,157823,F. Gary Gray,1969
2005-07-29,Stealth,"$138,000,000.00","$32,116,746.00","$76,416,746.00",2005,Stealth,0,2005,121,"Action,Adventure,Sci-Fi",5.1,56736,Rob Cohen,1949
2005-07-29,Sky High,"$35,000,000","$63,939,454","$83,109,359",2005,Sky High,0,2005,100,"Action,Comedy,Family",6.3,96236,Mike Mitchell,1970
2005-07-29,Must Love Dogs,"$35,000,000","$43,894,863","$58,405,313",2005,Must Love Dogs,0,2005,98,"Comedy,Romance",5.9,33357,Gary David Goldberg,1944
2009-07-29,Adam,"$3,200,000","$2,283,291","$2,834,485",2009,Adam,0,2009,99,"Comedy,Drama,Romance",7.1,36010,Max Mayer,\N
2009-07-29,Adam,"$3,200,000","$2,283,291","$2,834,485",2009,Adam,0,2009,\N,Fantasy,7.5,17,Joseph Minasi,\N
2011-07-29,Cowboys and Aliens,"$163,000,000.00","$100,368,560.00","$176,038,324.00",2011,Cowboys & Aliens,0,2011,119,"Action,Drama,Sci-Fi",6.0,234989,Jon Favreau,1966
2011-07-29,The Smurfs,"$110,000,000.00","$142,614,158.00","$563,749,323.00",2011,The Smurfs,0,2011,103,"Adventure,Animation,Comedy",5.4,98475,Raja Gosnell,1958
2011-07-29,"Crazy, Stupid, Love","$50,000,000","$84,351,197","$146,493,974",2011,"Crazy, Stupid, Love.",0,2011,118,"Comedy,Drama,Romance",7.4,577333,Glenn Ficarra,\N
2011-07-29,"Crazy, Stupid, Love","$50,000,000","$84,351,197","$146,493,974",2011,"Crazy, Stupid, Love.",0,2011,118,"Comedy,Drama,Romance",7.4,577333,John Requa,\N
2011-07-29,The Devil's Double,"$19,100,000","$1,361,512","$5,965,646",2011,The Devil's Double,0,2011,109,"Biography,Drama,Thriller",7.0,64252,Lee Tamahori,1950
2011-07-29,Attack the Block,"$13,000,000","$1,024,175","$6,459,183",2011,Attack the Block,0,2011,88,"Action,Adventure,Comedy",6.7,112461,Joe Cornish,1968
2011-07-29,The Guard,"$6,000,000","$5,359,774","$21,197,454",2011,The Guard,0,2011,96,"Comedy,Crime,Thriller",7.3,97157,John Michael McDonagh,1967
2011-07-29,The Future,"$1,000,000","$568,662","$1,239,174",2011,The Future,0,2011,91,"Drama,Fantasy,Romance",6.1,9199,Miranda July,1974
2011-07-29,The Future,"$1,000,000","$568,662","$1,239,174",2011,Future,0,2011,86,"Comedy,Sci-Fi",5.3,19,Rob Cousineau,\N
2011-07-29,The Harvest/La Cosecha,"$560,000","$3,709","$3,709",2011,The Harvest/La Cosecha,0,2011,80,Documentary,7.1,75,U. Roberto Romano,\N
2015-07-29,Mission: Impossible—Rogue Nation,"$150,000,000.00","$195,042,377.00","$688,858,992.00",2015,Mission: Impossible - Rogue Nation,0,2015,131,"Action,Adventure,Thriller",7.4,417659,Christopher McQuarrie,1968
2015-07-29,The Little Prince,"$77,500,000.00","$1,311,213.00","$102,027,275.00",2015,Le petit prince,0,2015,108,"Adventure,Animation,Drama",7.6,67666,Mark Osborne,1970
2015-07-29,The Little Prince,"$77,500,000.00","$1,311,213.00","$102,027,275.00",2015,The Little Prince,0,2015,49,Documentary,8.0,5,Nicky Maas,\N
2015-07-29,Vacation,"$31,000,000","$58,884,188","$102,306,500",2015,Vacation,0,2015,99,"Adventure,Comedy",6.2,124091,John Francis Daley,1985
2015-07-29,Vacation,"$31,000,000","$58,884,188","$102,306,500",2015,Vacation,0,2015,99,"Adventure,Comedy",6.2,124091,Jonathan Goldstein,1968
2016-07-29,Bad Moms,"$20,000,000","$113,257,297","$180,485,601",2016,Bad Moms,0,2016,100,Comedy,6.2,136073,Jon Lucas,\N
2016-07-29,Bad Moms,"$20,000,000","$113,257,297","$180,485,601",2016,Bad Moms,0,2016,100,Comedy,6.2,136073,Scott Moore,\N
2016-07-29,Tallulah,"$6,000,000",$0,$0,2016,Tallulah,0,2016,111,"Comedy,Drama,Romance",6.7,21733,Sian Heder,1977
2016-07-29,Yoga Hosers,"$5,000,000",$0,"$38,767",2016,Yoga Hosers,0,2016,88,"Action,Comedy,Horror",4.3,15792,Kevin Smith,1970
2016-07-29,The Land,"$1,000,000","$43,756","$43,756",2016,The Land,0,2016,104,Drama,6.4,1878,Steven Caple Jr.,\N
2020-07-29,The Climb,"$3,000,000","$234,429","$1,027,043",2020,The Climb,0,2002,98,"Action,Adventure,Drama",5.8,821,John Schmidt,\N
2023-07-29,Meg 2: The Trench,"$129,000,000.00","$82,633,033.00","$394,299,160.00",2023,Meg 2: The Trench,0,2023,116,"Action,Adventure,Horror",5.0,87166,Ben Wheatley,1972
1951-07-03,Strangers on a Train,"$1,200,000","$7,000,000","$7,022,725",1951,Strangers on a Train,0,1951,101,"Crime,Drama,Film-Noir",7.9,143317,Alfred Hitchcock,1899
1985-07-03,Back to the Future,"$19,000,000","$215,136,452","$388,386,822",1985,Back to the Future,0,1985,116,"Adventure,Comedy,Sci-Fi",8.5,1339441,Robert Zemeckis,1952
1990-07-03,Die Hard 2,"$70,000,000.00","$117,323,878.00","$239,813,888.00",1990,Die Hard 2,0,1990,124,"Action,Thriller",7.1,388288,Renny Harlin,1959
2002-07-03,Men in Black 2,"$140,000,000.00","$190,418,803.00","$441,767,803.00",2002,Men in Black II,0,2002,88,"Action,Adventure,Comedy",6.2,411206,Barry Sonnenfeld,1953
2002-07-03,Like Mike,"$30,000,000","$51,432,423","$62,432,423",2002,Like Mike,0,2002,99,"Comedy,Family,Fantasy",5.4,23056,John Schultz,\N
2002-07-03,The Powerpuff Girls,"$25,000,000","$11,411,644","$16,425,701",2002,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2007-07-03,License to Wed,"$35,000,000","$43,799,818","$70,187,088",2007,License to Wed,0,2007,91,"Comedy,Romance",5.3,40934,Ken Kwapis,1957
2008-07-03,The Wackness,"$6,000,000","$2,077,046","$3,330,012",2008,The Wackness,0,2008,99,"Comedy,Drama,Romance",6.9,31399,Jonathan Levine,1976
2012-07-03,Some Guy Who Kills People,"$300,000",$0,$0,2012,Some Guy Who Kills People,0,2011,97,"Comedy,Crime,Mystery",6.3,6164,Jack Perez,\N
2013-07-03,Kevin Hart: Let Me Explain,"$2,500,000","$32,244,051","$32,327,255",2013,Kevin Hart: Let Me Explain,0,2013,75,"Comedy,Documentary",6.7,9430,Leslie Small,\N
2013-07-03,Kevin Hart: Let Me Explain,"$2,500,000","$32,244,051","$32,327,255",2013,Kevin Hart: Let Me Explain,0,2013,75,"Comedy,Documentary",6.7,9430,Tim Story,1970
2014-07-03,United Passions,"$30,000,000",$918,"$168,832",2014,United Passions,0,2014,110,"Drama,History,Sport",2.1,4455,Frédéric Auburtin,1962
2014-07-03,Desert Dancer,"$4,000,000","$155,271","$596,335",2014,Desert Dancer,0,2014,104,"Biography,Drama,Music",6.2,2049,Richard Raymond,\N
2015-07-03,Kirikou Et Les Hommes Et Les Femmes,"$7,500,000",$0,$17,2015,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2015-07-03,Stung,"$2,500,000",$0,$0,2015,Stung,0,2015,87,"Action,Adventure,Comedy",5.1,5312,Benni Diez,\N
2018-07-03,Ant-Man and the Wasp,"$130,000,000.00","$216,648,740.00","$623,144,660.00",2018,Ant-Man and the Wasp,0,2018,118,"Action,Adventure,Comedy",7.0,460921,Peyton Reed,1964
2019-07-03,Midsommar,"$9,000,000","$27,426,363","$46,721,621",2019,Midsommar,0,2019,148,"Drama,Horror,Mystery",7.1,426381,Ari Aster,1986
2024-07-03,Beverly Hills Cop: Axel F,"$150,000,000.00",$0.00,$0.00,2024,Beverly Hills Cop: Axel F,0,2024,118,"Action,Comedy,Crime",6.5,72138,Mark Molloy,\N
1999-07-30,Runaway Bride,"$70,000,000.00","$152,257,509.00","$310,138,178.00",1999,Runaway Bride,0,1999,116,"Comedy,Romance",5.6,106011,Garry Marshall,1934
1999-07-30,Twin Falls Idaho,"$500,000","$985,341","$1,027,228",1999,Twin Falls Idaho,0,1999,111,Drama,7.1,5282,Michael Polish,1970
2004-07-30,The Manchurian Candidate,"$80,000,000.00","$65,948,711.00","$96,135,872.00",2004,The Manchurian Candidate,0,2004,129,"Drama,Mystery,Sci-Fi",6.6,118167,Jonathan Demme,1944
2004-07-30,The Village,"$71,682,975.00","$114,197,520.00","$257,641,634.00",2004,The Village,0,2004,108,"Drama,Mystery,Thriller",6.6,283583,M. Night Shyamalan,1970
2004-07-30,Thunderbirds,"$55,000,000","$6,768,055","$28,231,444",2004,Thunderbirds,0,2004,95,"Action,Adventure,Comedy",4.3,14635,Jonathan Frakes,1952
2004-07-30,Harold & Kumar Go to White Castle,"$9,000,000","$18,225,165","$19,474,552",2004,Harold & Kumar Go to White Castle,0,2004,88,"Adventure,Comedy",7.0,208759,Danny Leiner,1961
2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,"$85,000,000.00","$43,585,753.00","$113,026,383.00",2010,Cats & Dogs: The Revenge of Kitty Galore,0,2010,82,"Action,Comedy,Family",4.4,16496,Brad Peyton,1978
2010-07-30,Dinner for Schmucks,"$69,000,000","$73,026,337","$86,796,502",2010,Dinner for Schmucks,0,2010,114,Comedy,5.9,112159,Jay Roach,1957
2010-07-30,Charlie St. Cloud,"$44,000,000","$31,206,263","$48,478,084",2010,Charlie St. Cloud,0,2010,99,"Drama,Fantasy,Romance",6.4,65177,Burr Steers,1965
2010-07-30,Get Low,"$7,000,000","$9,176,933","$10,828,305",2010,Get Low,0,2009,103,"Drama,Mystery",7.0,24164,Aaron Schneider,\N
2010-07-30,The Extra Man,"$7,000,000","$453,377","$492,108",2010,The Extra Man,0,2010,108,Comedy,5.8,5451,Shari Springer Berman,1963
2010-07-30,The Extra Man,"$7,000,000","$453,377","$492,108",2010,The Extra Man,0,2010,108,Comedy,5.8,5451,Robert Pulcini,1964
2010-07-30,Down Terrace,"$30,000","$9,812","$27,833",2010,Down Terrace,0,2009,89,"Comedy,Crime,Drama",6.4,4243,Ben Wheatley,1972
2020-07-30,The Secret: Dare to Dream,"$9,400,000",$0,"$4,920,099",2020,The Secret: Dare to Dream,0,2020,107,"Drama,Romance",6.5,18348,Andy Tennant,1955
2021-07-30,The Green Knight,"$15,000,000","$17,173,321","$20,022,491",2021,The Green Knight,0,2021,130,"Adventure,Drama,Fantasy",6.6,122406,David Lowery,1980
2021-07-30,8 Days to Hell,"$100,000",$0,$0,2021,8 Days to Hell,0,2022,85,Horror,2.8,337,Shane Woodson,1972
1981-07-31,Under the Rainbow,"$20,000,000","$18,826,490","$18,826,490",1981,Under the Rainbow,0,1981,98,Comedy,5.3,3072,Steve Rash,\N
1987-07-31,The Living Daylights,"$40,000,000","$51,185,000","$191,199,996",1987,The Living Daylights,0,1987,130,"Action,Adventure,Thriller",6.7,107562,John Glen,1932
1987-07-31,The Lost Boys,"$8,500,000","$32,222,567","$32,394,143",1987,The Lost Boys,0,1987,97,"Comedy,Horror",7.2,166098,Joel Schumacher,1939
1992-07-31,Death Becomes Her,"$55,000,000","$58,422,650","$149,022,650",1992,Death Becomes Her,0,1992,104,"Comedy,Fantasy,Horror",6.7,136982,Robert Zemeckis,1952
1992-07-31,Buffy the Vampire Slayer,"$7,000,000","$14,231,669","$14,231,669",1992,Buffy the Vampire Slayer,0,1992,86,"Action,Comedy,Fantasy",5.7,50742,Fran Rubel Kuzui,1945
1997-07-31,Spawn,"$40,000,000","$54,979,992","$87,949,859",1997,Spawn,0,1997,96,"Action,Crime,Drama",5.2,73450,Mark A.Z. Dippé,1956
1998-07-31,Ever After: A Cinderella Story,"$26,000,000","$65,705,772","$65,705,772",1998,Ever After,0,1998,121,"Drama,Romance",7.1,82804,Andy Tennant,1955
2009-07-31,Funny People,"$72,500,000.00","$51,855,045.00","$71,880,305.00",2009,Funny People,0,2009,146,"Comedy,Drama",6.3,124515,Judd Apatow,1967
2009-07-31,Aliens in the Attic,"$45,000,000","$25,200,412","$59,551,283",2009,Aliens in the Attic,0,2009,86,"Adventure,Comedy,Family",5.4,24816,John Schultz,\N
2009-07-31,Flammen og Citronen,"$9,000,000","$148,089","$1,635,241",2009,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2009-07-31,The Collector,"$3,000,000","$7,712,114","$10,473,836",2009,The Collector,0,2009,90,"Crime,Horror,Thriller",6.3,74408,Marcus Dunstan,1975
2013-07-31,The Smurfs 2,"$110,000,000.00","$71,017,784.00","$348,547,523.00",2013,The Smurfs 2,0,2013,105,"Adventure,Animation,Comedy",5.3,47069,Raja Gosnell,1958
2014-07-31,Guardians of the Galaxy,"$170,000,000.00","$333,714,112.00","$770,882,395.00",2014,Guardians of the Galaxy,0,2014,121,"Action,Adventure,Comedy",8.0,1293777,James Gunn,1966
2015-07-31,Beyond the Brick: A LEGO Brickumentary,"$1,000,000","$101,531","$101,531",2015,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2015-07-31,Destiny,"$750,000",$0,$450,2015,Destiny,0,2010,\N,Action,3.8,15,Sardar Shafai,\N
2015-07-31,Counting,"$50,000","$8,374","$8,374",2015,Counting,0,2015,111,Documentary,6.1,172,Jem Cohen,1962
2019-07-31,Fast & Furious Presents: Hobbs & Shaw,"$200,000,000.00","$173,956,935.00","$760,732,926.00",2019,Fast & Furious Presents: Hobbs & Shaw,0,2019,137,"Action,Adventure,Thriller",6.5,242063,David Leitch,1975
2020-07-31,The SpongeBob Movie: Sponge on the Run,"$60,000,000","$4,810,790","$4,810,790",2020,The SpongeBob Movie: Sponge on the Run,0,2020,91,"Adventure,Animation,Comedy",5.9,22708,Tim Hill,1958
2020-07-31,Greenland,"$34,000,000",$0,"$40,629,075",2020,Greenland,0,2020,119,"Action,Thriller",6.4,140175,Ric Roman Waugh,\N
2020-07-31,Cut Throat City,"$8,000,000","$855,894","$864,907",2020,Cut Throat City,0,2020,123,"Action,Crime,Drama",4.9,3220,RZA,1969
2024-07-31,Harold and the Purple Crayon,"$40,000,000","$17,640,924","$26,257,674",2024,Harold and the Purple Crayon,0,2024,90,"Adventure,Animation,Comedy",5.6,4506,Carlos Saldanha,1965
1980-07-04,Airplane!,"$3,500,000","$83,453,539","$83,454,307",1980,Airplane!,0,1980,88,Comedy,7.7,266936,Jim Abrahams,1944
1980-07-04,Airplane!,"$3,500,000","$83,453,539","$83,454,307",1980,Airplane!,0,1980,88,Comedy,7.7,266936,David Zucker,1947
1980-07-04,Airplane!,"$3,500,000","$83,453,539","$83,454,307",1980,Airplane!,0,1980,88,Comedy,7.7,266936,Jerry Zucker,1950
2001-07-04,Cats & Dogs,"$60,000,000","$93,375,151","$200,700,000",2001,Cats & Dogs,0,2001,87,"Action,Adventure,Comedy",5.2,63286,Lawrence Guterman,\N
2001-07-04,Scary Movie 2,"$45,000,000","$71,277,420","$141,189,101",2001,Scary Movie 2,0,2001,83,"Comedy,Horror",5.4,178611,Keenen Ivory Wayans,1958
2003-07-04,Swimming Pool,"$7,800,000","$10,130,108","$24,021,282",2003,Swimming Pool,0,2003,102,"Crime,Drama,Mystery",6.7,49090,François Ozon,1967
2007-07-04,Rescue Dawn,"$10,000,000","$5,490,423","$7,037,886",2007,Rescue Dawn,0,2006,125,"Adventure,Biography,War",7.3,112208,Werner Herzog,1942
2008-07-04,Astérix aux Jeux Olympiques,"$113,500,000.00","$999,811.00","$132,999,811.00",2008,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2008-07-04,Ne le dis à personne,"$18,500,000","$6,198,883","$33,954,018",2008,,0,2015,\N,"Action,Drama,Mystery",7.2,7,G.M. Whiting,2000
2018-07-04,The First Purge,"$13,000,000","$69,488,745","$137,054,597",2018,The First Purge,0,2018,97,"Action,Horror,Sci-Fi",5.2,73504,Gerard McMurray,\N
2023-07-04,Sound of Freedom,"$14,500,000","$184,178,046","$250,729,678",2023,Sound of Freedom,0,2023,131,"Biography,Crime,Drama",7.6,123935,Alejandro Monteverde,1977
2024-07-04,Sound of Hope: The Story of Possum Trot,"$8,500,000","$11,647,099","$11,663,715",2024,Sound of Hope: The Story of Possum Trot,0,2024,130,Drama,7.1,1641,Joshua Weigel,1974
1996-07-05,Phenomenon,"$32,000,000","$104,636,382","$152,036,382",1996,Phenomenon,0,1996,123,"Drama,Fantasy,Romance",6.4,85103,Jon Turteltaub,1963
2012-07-05,Katy Perry: Part of Me,"$12,000,000","$25,326,071","$32,700,439",2012,Katy Perry: Part of Me,0,2012,93,"Biography,Documentary,Music",5.9,13919,Dan Cutforth,1967
