Rank,date,primaryTitle_x,budget,domestic_gross,world_gross,year,name_id_x,matched_name,tconst,titleType,primaryTitle_y,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,nconst,writers,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,name_id_y
"1,393",2002-03-29,Death to Smoochy,"$50,000,000","$8,355,815","$8,374,062",2002,Death to Smoochy2002,Death to Smoochy2002,tt0266452,movie,Death to Smoochy,Death to Smoochy,0,2002,\N,109,"Comedy,Crime,Drama",6.3,43118,nm0000362,nm0720304,Danny DeVito,1944,\N,"actor,producer,director","tt0117008,tt0098621,tt0103776,tt0091877",Death to Smoochy2002
"1,417",2002-03-29,Panic Room,"$48,000,000","$95,308,367","$196,308,367",2002,Panic Room2002,Panic Room2002,tt0258000,movie,Panic Room,Panic Room,0,2002,\N,112,"Crime,Drama,Thriller",6.8,302018,nm0000399,nm0462895,David Fincher,1962,\N,"producer,director,writer","tt0114369,tt0443706,tt2267998,tt1285016",Panic Room2002
"2,432",2002-03-29,Clockstoppers,"$26,000,000","$36,985,501","$38,788,828",2002,Clockstoppers2002,Clockstoppers2002,tt0157472,movie,Clockstoppers,Clockstoppers,0,2002,\N,94,"Action,Adventure,Comedy",5.2,15281,nm0000408,"nm0373154,nm0373151,nm0826425,nm0918955",Jonathan Frakes,1952,\N,"actor,director,producer","tt0117731,tt0120844,tt0111280,tt0253754",Clockstoppers2002
"2,731",2002-03-29,The Rookie,"$22,000,000","$75,600,072","$80,491,516",2002,The Rookie2002,The Rookie2002,tt0265662,movie,The Rookie,The Rookie,0,2002,\N,127,"Drama,Family,Sport",6.9,37727,nm0359387,nm0723692,John Lee Hancock,1956,\N,"writer,director,producer","tt0878804,tt2140373,tt1860242,tt10016180",The Rookie2002
"1,841",2013-03-29,Tyler Perry’s Temptation,"$37,000,000","$51,975,354","$53,143,144",2013,Tyler Perry’s Temptation2013,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"2,784",2018-03-29,Blockers,"$21,000,000","$60,311,495","$94,523,781",2018,Blockers2018,Blockers2018,tt2531344,movie,Blockers,Blockers,0,2018,\N,102,"Comedy,Drama",6.2,87907,nm0134224,"nm1383738,nm1383078",Kay Cannon,1974,\N,"producer,writer,miscellaneous","tt0496424,tt10155932,tt2531344,tt4765284",Blockers2018
"2,871",2018-03-29,Acrimony,"$20,000,000","$43,549,096","$46,627,836",2018,Acrimony2018,Acrimony2018,tt6063050,movie,Acrimony,Acrimony,0,2018,\N,120,"Drama,Horror,Romance",5.9,10209,nm1347153,nm1347153,Tyler Perry,1969,\N,"writer,director,producer","tt0422093,tt2267998,tt0455612,tt1142800",Acrimony2018
"4,677",2019-03-29,Unplanned,"$6,000,000","$19,005,109","$21,413,603",2019,Unplanned2019,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"1,399",2000-03-03,What Planet Are You From?,"$50,000,000","$6,291,602","$6,291,602",2000,What Planet Are You From?2000,What Planet Are You From?2000,tt0181151,movie,What Planet Are You From?,What Planet Are You From?,0,2000,\N,105,"Comedy,Sci-Fi",5.6,9899,nm0001566,"nm0788009,nm0498775,nm0004412,nm0865847",Mike Nichols,1931,2014,"director,producer,miscellaneous","tt0061722,tt0376541,tt0061184,tt0115685",What Planet Are You From?2000
"2,571",2000-03-03,The Next Best Thing,"$25,000,000","$14,983,572","$24,355,762",2000,The Next Best Thing2000,The Next Best Thing2000,tt0156841,movie,The Next Best Thing,The Next Best Thing,0,2000,\N,108,"Comedy,Drama,Romance",4.7,11812,nm0772259,nm0740568,John Schlesinger,1926,2003,"actor,director,assistant_director","tt0064665,tt0059084,tt0074860,tt0080157",The Next Best Thing2000
"3,330",2000-03-03,Drowning Mona,"$16,000,000","$15,427,192","$15,980,376",2000,Drowning Mona2000,Drowning Mona2000,tt0186045,movie,Drowning Mona,Drowning Mona,0,2000,\N,96,"Comedy,Crime,Mystery",5.7,15758,nm0327064,nm0826041,Nick Gomez,1963,\N,"director,writer,actor","tt3230854,tt7817340,tt2249007,tt1043813",Drowning Mona2000
"5,585",2000-03-03,Ghost Dog: The Way of the Samurai,"$2,000,000","$3,330,230","$10,672,492",2000,Ghost Dog: The Way of the Samurai2000,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"1,501",2006-03-03,16 Blocks,"$45,000,000","$36,895,141","$65,595,141",2006,16 Blocks2006,16 Blocks2006,tt0450232,movie,16 Blocks,16 Blocks,0,2006,\N,102,"Action,Drama,Thriller",6.6,135682,nm0001149,nm0921013,Richard Donner,1930,2021,"director,producer,actor","tt0078346,tt0089457,tt0839995,tt0093409",16 Blocks2006
"2,226",2006-03-03,Ultraviolet,"$30,000,000","$18,522,064","$30,962,112",2006,Ultraviolet2006,Ultraviolet2006,tt0370032,movie,Ultraviolet,Ultraviolet,0,2006,\N,88,"Action,Sci-Fi",4.4,84590,nm0934483,nm0934483,Kurt Wimmer,1964,\N,"writer,producer,director","tt0238380,tt1386703,tt2058673,tt1197624",Ultraviolet2006
"2,775",2006-03-03,Joyeux Noël,"$22,000,000","$1,054,361","$23,134,075",2006,Joyeux Noël2006,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"3,816",2006-03-03,Aquamarine,"$12,000,000","$18,597,342","$22,978,953",2006,Aquamarine2006,Aquamarine2006,tt0429591,movie,Aquamarine,Aquamarine,0,2006,\N,110,"Comedy,Family,Fantasy",5.4,46012,nm0020491,"nm1735367,nm0070566,nm0388805",Elizabeth Allen Rosenbaum,\N,\N,"director,producer,miscellaneous","tt8064302,tt4614584,tt5368542,tt0429591",Aquamarine2006
"5,321",2006-03-03,Dave Chappelle's Block Party,"$3,000,000","$11,718,595","$12,051,924",2006,Dave Chappelle's Block Party2006,Dave Chappelle's Block Party2005,tt0425598,movie,Dave Chappelle's Block Party,Dave Chappelle's Block Party,0,2005,\N,103,"Comedy,Documentary,Music",7.2,9682,nm0327273,nm0152638,Michel Gondry,1963,\N,"director,producer,writer","tt0338013,tt0354899,tt0799934,tt1618445",Dave Chappelle's Block Party2005
"5,265",2015-03-03,To Write Love On Her Arms,"$3,400,000",$0,$0,2015,To Write Love On Her Arms2015,To Write Love on Her Arms2012,tt1850418,movie,To Write Love on Her Arms,To Write Love on Her Arms,0,2012,\N,102,"Biography,Drama,Fantasy",6.5,3210,nm2021984,"nm4343108,nm2021984,nm4343464,nm4576389,nm4426868,nm2550679",Nathan Frankowski,\N,\N,"director,writer,editor","tt1850418,tt9663168,tt6704894,tt1510925",To Write Love on Her Arms2012
"6,038",2015-03-03,Ask Me Anything,"$950,000",$0,$0,2015,Ask Me Anything2015,Ask Me Anything2014,tt2505294,movie,Ask Me Anything,Ask Me Anything,0,2014,\N,100,"Comedy,Drama,Mystery",6.0,13112,nm0122335,nm0122335,Allison Burnett,1958,\N,"writer,producer,director","tt1838544,tt2505294,tt0174480,tt1496025",Ask Me Anything2014
"2,850",2017-03-03,The Shack,"$20,000,000","$57,386,418","$96,860,808",2017,The Shack2017,The Shack2017,tt2872518,movie,The Shack,The Shack,0,2017,\N,132,"Drama,Fantasy",6.3,40081,nm0371955,"nm0299301,nm6150131,nm2308774,nm3523960,nm8815438,nm2963262",Stuart Hazeldine,1971,\N,"writer,producer,director","tt2872518,tt1258197,tt1480287,tt1431130",The Shack2017
"4,882",2017-03-03,Before I Fall,"$5,000,000","$12,241,072","$18,945,682",2017,Before I Fall2017,Before I Fall2017,tt1691916,movie,Before I Fall,Before I Fall,0,2017,\N,98,"Drama,Fantasy,Mystery",6.4,57614,nm1735543,"nm0535940,nm3986344",Ry Russo-Young,\N,\N,"director,producer,writer","tt15254840,tt1691916,tt15677150,tt6423362",Before I Fall2017
"4,924",2017-03-03,Table 19,"$5,000,000","$3,614,896","$4,620,399",2017,Table 192017,Table 192017,tt1412528,movie,Table 19,Table 19,0,2017,\N,87,"Comedy,Drama,Romance",5.8,31463,nm0998825,"nm0243233,nm0243231,nm0998825",Jeffrey Blitz,1969,\N,"producer,director,writer","tt0334405,tt0477078,tt0386676,tt2141913",Table 192017
"3,394",1988-03-30,Beetlejuice,"$15,000,000","$74,493,906","$75,121,737",1988,Beetlejuice1988,Beetlejuice1988,tt0094721,movie,Beetlejuice,Beetlejuice,0,1988,\N,92,"Comedy,Fantasy",7.5,385056,nm0000318,"nm0568313,nm0933733,nm0803730",Tim Burton,1958,\N,"producer,writer,miscellaneous","tt0099487,tt1142977,tt0121164,tt0408236",Beetlejuice1988
"3,644",1990-03-30,Teenage Mutant Ninja Turtles,"$13,500,000","$135,265,915","$202,000,000",1990,Teenage Mutant Ninja Turtles1990,Teenage Mutant Ninja Turtles1990,tt0100758,movie,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,0,1990,\N,93,"Action,Adventure,Comedy",6.8,106715,nm0006625,"nm0247653,nm0481990,nm0378478,nm0486244",Steve Barron,1956,\N,"director,producer,writer","tt5014882,tt21259542,tt0282744,tt0100758",Teenage Mutant Ninja Turtles1990
"1,883",2001-03-30,Spy Kids,"$35,000,000","$112,692,062","$197,692,062",2001,Spy Kids2001,Spy Kids2001,tt0227538,movie,Spy Kids,Spy Kids,0,2001,\N,88,"Action,Adventure,Comedy",5.6,129480,nm0001675,nm0001675,Robert Rodriguez,1968,\N,"producer,writer,director","tt0104815,tt0458481,tt0462322,tt0287717",Spy Kids2001
"2,696",2001-03-30,Someone Like You,"$23,000,000","$27,338,033","$38,684,906",2001,Someone Like You2001,Someone Like You2001,tt0244970,movie,Someone Like You,Someone Like You...,0,2001,\N,97,"Comedy,Romance",6.1,27848,nm0001282,"nm0956376,nm0151358",Tony Goldwyn,1960,\N,"actor,director,writer","tt0099653,tt0325710,tt0472399,tt15398776",Someone Like You2001
"3,176",2001-03-30,The Tailor of Panama,"$18,000,000","$13,491,653","$27,491,653",2001,The Tailor of Panama2001,The Tailor of Panama2001,tt0236784,movie,The Tailor of Panama,The Tailor of Panama,0,2001,\N,109,"Drama,Thriller",6.1,31514,nm0000958,"nm0494170,nm0203577,nm0000958",John Boorman,1933,\N,"producer,director,writer","tt0093209,tt0082348,tt0120706,tt0068473",The Tailor of Panama2001
"3,933",2001-03-30,Tomcats,"$11,000,000","$13,558,739","$13,558,739",2001,Tomcats2001,Tomcats2001,tt0246989,movie,Tomcats,Tomcats,0,2001,\N,95,Comedy,5.3,20002,nm0201304,nm0201304,Gregory Poirier,1961,\N,"writer,producer,director","tt20115766,tt28078628,tt0465234,tt0120036",Tomcats2001
"5,576",2001-03-30,Amores Perros,"$2,000,000","$5,383,834","$20,883,834",2001,Amores Perros2001,Amores Perros2000,tt0245712,movie,Amores Perros,Amores perros,0,2000,\N,154,"Drama,Thriller",8.0,256425,nm0327944,nm0037247,Alejandro G. Iñárritu,1963,\N,"director,producer,writer","tt1164999,tt1663202,tt0449467,tt2562232",Amores Perros2000
"2,518",2005-03-30,Beauty Shop,"$25,000,000","$36,351,350","$38,351,350",2005,Beauty Shop2005,Beauty Shop2005,tt0388500,movie,Beauty Shop,Beauty Shop,0,2005,\N,105,Comedy,5.6,19018,nm0937306,"nm0402804,nm0486824,nm0888491",Bille Woodruff,\N,\N,"director,producer,cinematographer","tt8740790,tt11041332,tt3743822,tt7821582",Beauty Shop2005
"1,007",2007-03-30,Blades of Glory,"$61,000,000","$118,594,548","$145,594,548",2007,Blades of Glory2007,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"3,733",2012-03-30,Womb,"$13,000,000",$0,$0,2012,Womb2012,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"3,963",2012-03-30,Les Intouchables,"$10,800,000","$13,182,281","$484,630,908",2012,Les Intouchables2012,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"5,655",2012-03-30,The Legend of Hell’s Gate: An American Conspira…,"$2,000,000",$0,$0,2012,The Legend of Hell’s Gate: An American Conspira…2012,The Legend of Hell's Gate: An American Conspiracy2011,tt1220217,movie,The Legend of Hell's Gate: An American Conspiracy,The Legend of Hell's Gate: An American Conspiracy,0,2011,\N,108,"Action,Adventure,History",4.1,832,nm2451445,nm2451445,Tanner Beard,1984,\N,"actor,producer,director","tt29928512,tt27665778,tt3337194,tt12193804",The Legend of Hell's Gate: An American Conspiracy2011
"4,136",2016-03-30,Everybody Wants Some,"$10,000,000","$3,400,278","$5,437,126",2016,Everybody Wants Some2016,Everybody Wants Some!!2016,tt2937696,movie,Everybody Wants Some!!,Everybody Wants Some!!,0,2016,\N,117,Comedy,6.9,61335,nm0000500,nm0000500,Richard Linklater,1960,\N,"producer,director,writer","tt0243017,tt2209418,tt0102943,tt1065073",Everybody Wants Some!!2016
"4,159",2017-03-30,Churchill,"$10,000,000","$1,279,681","$7,582,196",2017,Churchill2017,Churchill2017,tt2674454,movie,Churchill,Churchill,0,2017,\N,105,"Biography,Drama,History",6.0,15945,nm0855300,nm3508857,Jonathan Teplitzky,\N,\N,"director,writer,art_department","tt2058107,tt1570559,tt0236019,tt0341376",Churchill2017
559,2022-03-30,Sonic the Hedgehog 2,"$90,000,000.00","$190,872,904.00","$405,154,426.00",2022,Sonic the Hedgehog 22022,Sonic the Hedgehog 22022,tt12412888,movie,Sonic the Hedgehog 2,Sonic the Hedgehog 2,0,2022,\N,122,"Action,Adventure,Comedy",6.5,92559,nm1733778,"nm1352459,nm1351254,nm4465847",Jeff Fowler,1978,\N,"producer,director,animation_department","tt3794354,tt0438064,tt12412888,tt9561862",Sonic the Hedgehog 22022
790,2022-03-30,Morbius,"$75,000,000.00","$73,865,530.00","$162,759,437.00",2022,Morbius2022,Morbius2022,tt5108870,movie,Morbius,Morbius,0,2022,\N,104,"Action,Adventure,Horror",5.1,158682,nm1174251,"nm1948885,nm2332952",Daniel Espinosa,1977,\N,"director,producer,writer","tt5108870,tt1291652,tt5442430,tt1599348",Morbius2022
"6,303",2023-03-30,His Only Son,"$250,000","$12,084,084","$13,506,715",2023,His Only Son2023,His Only Son2023,tt8277246,movie,His Only Son,His Only Son,0,2023,\N,106,"Drama,History",5.9,2684,nm5278287,nm5278287,David Helling,1986,\N,"director,writer,producer","tt8277246,tt8277180,tt5272038,tt7827024",His Only Son2023
"3,631",1995-03-31,Jefferson in Paris,"$14,000,000","$2,461,628","$2,461,628",1995,Jefferson in Paris1995,Jefferson in Paris1995,tt0113463,movie,Jefferson in Paris,Jefferson in Paris,0,1995,\N,139,"Biography,Drama,History",5.7,3235,nm0412465,nm0695609,James Ivory,1928,\N,"director,writer,producer","tt5726616,tt0091867,tt0107943,tt0104454",Jefferson in Paris1995
938,1999-03-31,The Matrix,"$65,000,000","$173,993,387","$465,974,198",1999,The Matrix1999,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"3,678",1999-03-31,10 Things I Hate About You,"$13,000,000","$38,177,966","$60,413,950",1999,10 Things I Hate About You1999,10 Things I Hate About You1999,tt0147800,movie,10 Things I Hate About You,10 Things I Hate About You,0,1999,\N,97,"Comedy,Drama,Romance",7.3,401018,nm0432627,"nm0527581,nm0809006,nm0000636",Gil Junger,\N,\N,"writer,director,producer","tt0147800,tt0265087,tt5929654,tt0108761",10 Things I Hate About You1999
533,2000-03-31,The Road to El Dorado,"$95,000,000.00","$50,802,661.00","$65,700,000.00",2000,The Road to El Dorado2000,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"2,908",2000-03-31,High Fidelity,"$20,000,000","$27,277,055","$47,881,663",2000,High Fidelity2000,High Fidelity2000,tt0146882,movie,High Fidelity,High Fidelity,0,2000,\N,113,"Comedy,Drama,Music",7.4,192376,nm0001241,"nm0394984,nm0222584,nm0684336,nm0000131,nm0003298",Stephen Frears,1941,\N,"director,producer,actor","tt2431286,tt0094947,tt0301199,tt0436697",High Fidelity2000
"3,429",2000-03-31,The Skulls,"$15,000,000","$35,007,180","$35,007,180",2000,The Skulls2000,The Skulls2000,tt0192614,movie,The Skulls,The Skulls,0,2000,\N,106,"Action,Crime,Drama",5.6,34063,nm0003418,nm0688282,Rob Cohen,1949,\N,"producer,director,actor","tt0116136,tt0382992,tt0106770,tt0093894",The Skulls2000
"3,057",2004-03-31,The Touch,"$20,000,000",$0,"$5,918,742",2004,The Touch2004,The Touch2002,tt0293660,movie,The Touch,Tian mai zhuan qi,0,2002,\N,103,"Action,Adventure,Romance",4.6,1773,nm0666702,"nm0136128,nm0161303,nm0183837,nm0666702,nm0000706,nm0954345",Peter Pau,1952,\N,"cinematographer,producer,director","tt0190332,tt0293660,tt0097202,tt0454914",The Touch2002
770,2006-03-31,Ice Age: The Meltdown,"$75,000,000.00","$195,330,621.00","$651,899,282.00",2006,Ice Age: The Meltdown2006,Ice Age: The Meltdown2006,tt0438097,movie,Ice Age: The Meltdown,Ice Age: The Meltdown,0,2006,\N,91,"Adventure,Animation,Comedy",6.8,301863,nm0757858,"nm0310087,nm0841532,nm2186362,nm5022110",Carlos Saldanha,1965,\N,"writer,producer,director","tt1436562,tt2357291,tt0268380,tt0438097",Ice Age: The Meltdown2006
904,2006-03-31,Basic Instinct 2,"$70,000,000","$5,946,136","$35,417,162",2006,Basic Instinct 22006,Basic Instinct 22006,tt0430912,movie,Basic Instinct 2,Basic Instinct 2,0,2006,\N,114,"Drama,Mystery,Thriller",4.4,42087,nm0001994,"nm0000390,nm0054713,nm0063785",Michael Caton-Jones,1957,\N,"director,producer,actor","tt0100133,tt0430912,tt0269095,tt0119395",Basic Instinct 22006
"3,259",2006-03-31,ATL,"$17,000,000","$21,170,563","$21,170,563",2006,ATL2006,ATL2006,tt0466856,movie,ATL,ATL,0,2006,\N,105,"Comedy,Crime,Drama",6.2,12427,nm1309090,"nm1202276,nm0279376",Chris Robinson,\N,\N,"director,producer,assistant_director","tt5574940,tt0466856,tt3715152,tt11569640",ATL2006
"3,378",2006-03-31,Slither,"$15,250,000","$7,802,450","$12,930,343",2006,Slither2006,Slither2006,tt0439815,movie,Slither,Slither,0,2006,\N,95,"Comedy,Horror,Sci-Fi",6.5,90466,nm0348181,nm0348181,James Gunn,1966,\N,"writer,producer,director","tt2015381,tt3896198,tt1333125,tt0439815",Slither2006
"5,483",2006-03-31,Marilyn Hotchkiss' Ballroom Dancing and Charm S…,"$2,500,000","$349,132","$497,195",2006,Marilyn Hotchkiss' Ballroom Dancing and Charm S…2006,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"6,217",2006-03-31,Brick,"$450,000","$2,075,743","$4,243,996",2006,Brick2006,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"2,847",2010-03-31,The Last Song,"$20,000,000","$62,950,384","$92,678,948",2010,The Last Song2010,The Last Song2010,tt1294226,movie,The Last Song,The Last Song,0,2010,\N,107,"Drama,Music,Romance",6.0,93472,nm1455688,"nm0817023,nm3491486",Julie Anne Robinson,\N,\N,"director,producer","tt8740790,tt1598828,tt0408375,tt1294226",The Last Song2010
"6,483",2012-03-31,Foreign Letters,"$40,000",$0,$0,2012,Foreign Letters2012,Foreign Letters2012,tt1492841,movie,Foreign Letters,Foreign Letters,0,2012,\N,99,"Comedy,Drama",7.0,278,nm0858008,nm0858008,Ela Thier,1971,\N,"producer,writer,director","tt3770750,tt1492841,tt1339616,tt3641498",Foreign Letters2012
"4,595",2016-03-31,Geroy,"$7,000,000",$0,"$1,545,121",2016,Geroy2016,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"5,355",2016-03-31,Compadres,"$3,000,000","$3,127,773","$7,445,044",2016,Compadres2016,Compadres2016,tt3367294,movie,Compadres,Compadres,0,2016,\N,101,"Action,Comedy,Crime",4.8,1149,nm1761722,"nm0674071,nm2239581,nm1761722",Enrique Begné,1967,\N,"director,writer,editor","tt1002759,tt3367294,tt5321942,tt6156346",Compadres2016
"4,151",2017-03-31,Free Fire,"$10,000,000","$1,799,322","$3,793,739",2017,Free Fire2017,Free Fire2016,tt4158096,movie,Free Fire,Free Fire,0,2016,\N,91,"Action,Comedy,Crime",6.3,51549,nm1296554,"nm4207229,nm1296554",Ben Wheatley,1972,\N,"director,writer,producer","tt4158096,tt1788391,tt2023690,tt13429362",Free Fire2016
"5,137",1988-03-04,Prison,"$4,000,000","$354,704","$354,704",1988,Prison1988,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
797,2005-03-04,Be Cool,"$75,000,000.00","$55,849,401.00","$94,944,017.00",2005,Be Cool2005,Be Cool2005,tt0377471,movie,Be Cool,Be Cool,0,2005,\N,118,"Comedy,Crime,Music",5.6,72822,nm0336620,"nm0001465,nm0826041",F. Gary Gray,1969,\N,"director,producer,actor","tt0117603,tt0317740,tt0120768,tt0113118",Be Cool2005
"1,158",2005-03-04,The Pacifier,"$56,000,000","$113,006,880","$198,006,880",2005,The Pacifier2005,The Pacifier2005,tt0395699,movie,The Pacifier,The Pacifier,0,2005,\N,95,"Action,Comedy,Drama",5.6,102413,nm0788202,"nm0502073,nm0304830",Adam Shankman,1964,\N,"producer,miscellaneous,director","tt0427327,tt0281358,tt1596342,tt1541775",The Pacifier2005
"2,318",2005-03-04,The Jacket,"$28,500,000","$6,301,131","$15,452,978",2005,The Jacket2005,The Jacket2005,tt0366627,movie,The Jacket,The Jacket,0,2005,\N,103,"Drama,Fantasy,Mystery",7.1,120450,nm0562266,"nm1789514,nm0733692,nm1127653",John Maybury,1958,\N,"director,writer,editor","tt0119577,tt0110967,tt0366627,tt0819714",The Jacket2005
"5,014",2005-03-04,Dear Frankie,"$4,600,000","$1,340,891","$3,099,369",2005,Dear Frankie2005,Frankie2005,tt0462679,movie,Frankie,Frankie,0,2005,\N,90,Drama,5.6,215,nm0077911,nm0077911,Fabienne Berthaud,\N,\N,"actress,writer,director","tt1576450,tt4106306,tt7265272,tt0462679",Frankie2005
70,2010-03-04,Alice in Wonderland,"$200,000,000.00","$334,191,110.00","$1,025,491,110.00",2010,Alice in Wonderland2010,Alice in Wonderland2010,tt1014759,movie,Alice in Wonderland,Alice in Wonderland,0,2010,\N,108,"Adventure,Family,Fantasy",6.4,447931,nm0000318,"nm0941314,nm0140902",Tim Burton,1958,\N,"producer,writer,miscellaneous","tt0099487,tt1142977,tt0121164,tt0408236",Alice in Wonderland2010
70,2010-03-04,Alice in Wonderland,"$200,000,000.00","$334,191,110.00","$1,025,491,110.00",2010,Alice in Wonderland2010,Alice in Wonderland2010,tt2049386,movie,Alice in Wonderland,Alice in Wonderland,0,2010,\N,99,"Fantasy,Musical",7.1,16,nm0288188,nm0140902,James Fotopoulos,1976,\N,"director,producer,writer","tt0276331,tt0312408,tt0356216,tt6752398",Alice in Wonderland2010
301,2011-03-04,Rango,"$135,000,000.00","$123,477,607.00","$245,724,600.00",2011,Rango2011,Rango2011,tt1192628,movie,Rango,Rango,0,2011,\N,107,"Action,Adventure,Animation",7.3,299212,nm0893659,"nm0517589,nm0893659,nm0126096",Gore Verbinski,1964,\N,"director,producer,writer","tt1192628,tt0325980,tt4731136,tt1210819",Rango2011
"1,265",2011-03-04,The Adjustment Bureau,"$50,200,000","$62,495,645","$126,931,325",2011,The Adjustment Bureau2011,The Adjustment Bureau2011,tt1385826,movie,The Adjustment Bureau,The Adjustment Bureau,0,2011,\N,106,"Crime,Drama,Mystery",7.0,274404,nm1079776,"nm1079776,nm0001140",George Nolfi,\N,\N,"writer,producer,director","tt0440963,tt1385826,tt6285944,tt0349903",The Adjustment Bureau2011
"3,101",2011-03-04,Take Me Home Tonight,"$19,000,000","$6,928,068","$7,576,604",2011,Take Me Home Tonight2011,Take Me Home Tonight2011,tt0810922,movie,Take Me Home Tonight,Take Me Home Tonight,0,2011,\N,97,"Comedy,Drama,Romance",6.3,56046,nm0236226,"nm0066851,nm0276882,nm0333410,nm2281415",Michael Dowse,1973,\N,"director,writer,producer","tt0388139,tt1486834,tt7734218,tt1456635",Take Me Home Tonight2011
"3,254",2011-03-04,Beastly,"$17,000,000","$27,865,571","$38,028,230",2011,Beastly2011,Beastly2011,tt1152398,movie,Beastly,Beastly,0,2011,\N,86,"Drama,Fantasy,Romance",5.5,80484,nm1400426,"nm1400426,nm2860544",Daniel Barnz,1970,\N,"writer,producer,director","tt3442006,tt1034325,tt1152398,tt11454722",Beastly2011
"4,733",2011-03-04,Akmareul Boatda (악마를 보았다),"$6,000,000","$129,210","$13,168,809",2011,Akmareul Boatda (악마를 보았다)2011,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"5,252",2014-03-04,Wicked Blood,"$3,500,000",$0,$0,2014,Wicked Blood2014,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"1,411",2015-03-04,Chappie,"$49,000,000","$31,569,268","$105,002,056",2015,Chappie2015,Chappie2015,tt1823672,movie,Chappie,Chappie,0,2015,\N,120,"Action,Crime,Drama",6.8,273635,nm0088955,"nm0088955,nm2833612",Neill Blomkamp,1979,\N,"director,writer,visual_effects","tt1136608,tt1535108,tt1823672,tt13392012",Chappie2015
"1,955",2016-03-04,Whiskey Tango Foxtrot,"$35,000,000","$23,083,334","$25,350,747",2016,Whiskey Tango Foxtrot2016,,tt5774076,movie,,,0,2015,\N,\N,"Action,Drama,Mystery",7.2,7,nm6825011,nm6825011,G.M. Whiting,2000,\N,"writer,director,editor","tt5008786,tt5713846,tt6255554,tt5207964",
"4,973",2022-03-04,A Day to Die,"$5,000,000",$0,"$98,616",2022,A Day to Die2022,A Day to Die2022,tt14412366,movie,A Day to Die,A Day to Die,0,2022,\N,105,"Action,Crime,Drama",3.5,5198,nm5090040,"nm5946949,nm5364215",Wes Miller,\N,\N,"director,producer,writer","tt14412366,tt5843780,tt5531298,tt15670544",A Day to Die2022
