,budget,domestic_revenue,world_revenue,year,isAdult,runtimeMinutes,averageRating,numVotes
382,45000000.0,51019112.0,102746214.0,2005,0,109.0,6.7,210444
383,7303082.0,55334418.0,101173038.0,2005,0,73.0,7.7,76
384,1400000.0,304124.0,1261792.0,2005,0,106.0,6.7,4403
385,30000.0,77070.0,82698.0,2005,0,89.0,6.4,3015
386,170000000.0,312433331.0,621156389.0,2010,0,124.0,6.9,884576
387,150000000.0,181030624.0,449326618.0,2011,0,115.0,7.0,915302
388,30000000.0,10143779.0,23353111.0,2011,0,86.0,4.7,14181
389,20000000.0,1186538.0,6093725.0,2011,0,107.0,5.1,15767
390,8000000.0,10130219.0,10763183.0,2011,0,104.0,5.4,15815
391,6000000.0,802778.0,18727440.0,2011,0,,7.2,7
392,29000000.0,27383770.0,56000339.0,2016,0,111.0,6.8,60339
393,15000000.0,20591853.0,20688141.0,2016,0,100.0,6.2,53002
394,8000000.0,34873513.0,34873513.0,1996,0,108.0,5.6,5565
395,80000000.0,69117629.0,136047317.0,1998,0,130.0,5.2,75495
396,60000000.0,32983332.0,32983332.0,1998,0,111.0,6.1,78766
397,15000000.0,11156471.0,11156471.0,1998,0,76.0,3.2,3699
398,10000000.0,10162034.0,13835130.0,1998,0,110.0,7.2,26322
399,9800000.0,16044025.0,17553055.0,2009,0,107.0,6.8,170901
400,17000000.0,54239856.0,99010045.0,2013,0,91.0,6.5,202311
